"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"9TXJRFPJ","journalArticle","2006","Alain, Butet; Gilles, Paillat; Yannick, Delettre","Factors driving small rodents assemblages from field boundaries in agricultural landscapes of western France","Landscape Ecology","","0921-2973","10.1007/s10980-005-4118-6","://BCI:BCI200600407126","In this study, we investigated the factors driving diversity and abundance of small rodent species inhabiting permanent linear habitat patches within high-intensified agricultural landscapes of western France. Multivariate (co-inertia) analysis was used to analyse relationships of habitat and landscape descriptive variables with rodent records. Two main ecological gradients were recognized according to statistical analysis. Relationships of species occurrence with environmental factors were interpreted according to their main life traits. The first ecological gradient clearly differentiated communities from hedges to those of grass-dominated linear banks. This first gradient was associated with the prevalence of forest versus grassland rodent species. This partitioning seems to reflect rather ecological requirements of species than competitive interactions. Small rodents diversity and abundance were inversely evolving along this gradient. The second factor influencing species assemblages was associated to landscape heterogeneity surrounding the permanent habitats. According to this second gradient, species seemed to be selected in relation to their ability to disperse and to use cultivated fields. Maximum diversity was generally observed in heterogeneous permanent habitats with mixed vegetation structure but hedges are important to produce biomass for predators.","2006","2020-10-29 20:06:39","2021-10-05 16:53:14","","449-461","","","21","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KTZSCQR7","journalArticle","2015","Alignier, A.; Baudry, J.","Changes in management practices over time explain most variation in vegetation of field margins in Brittany, France","Agriculture Ecosystems & Environment","","0167-8809","10.1016/j.agee.2015.06.008","://WOS:000362049800019","Studies of the effects of modern agriculture on biodiversity have generally lacked a historical perspective. Field margins have considerable ecological significance in agriculture-dominated landscapes, but are affected by interaction with management practices in the margin and on adjoining land. This study investigated the time period over which changes in management practices best explains the occurrence of 40 plant species now commonly found in 311 field margins of Zone Atelier Armorique, Brittany, France. Five management practices were surveyed every year since 1995. Species occurrence was recorded in 2007, 2011 and 2013 and related by means of GLMMs to management practices over time, up to a maximum of 12 years, i.e., scores of field margins on the two first axes of correspondence analysis (CA) performed on management practices. Model selection using AIC criteria allowed us to identify the time period over which to consider management practices that best explain plant patterns. For one third of the common 40 plant species recorded, the time period over which to consider management practices was greater than one year. The rest of the species showed inconsistent patterns with high level of variability between 2007, 2011 and 2013. The time period tended to be longer for species with vegetative reproduction and for zoochorous species. Our results show that the long-term simultaneous monitoring of both vegetation and management practices is important to understand some ecological patterns that would be missed either in short-term studies or for studies that exclude management information. Our findings contribute to long-term strategies for management and conservation of field margins diversity by highlighting that different plant groups require management on particular timescales. (C) 2015 Elsevier B.V. All rights reserved.","2015","2020-10-29 20:06:39","2020-10-29 20:06:39","","164-172","","","211","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EUYPDIVR","journalArticle","2015","Allaire Suzanne, Edith; Sylvain, Claudia; Lange Sébastien, F.; Thériault, George; Lafrance, Pierre","Potential efficiency of riparian vegetated buffer strips in intercepting soluble compounds in the presence of subsurface preferential flows","PloS one","","1932-6203","","","","2015","2020-10-29 20:06:40","2021-10-19 13:14:43","","e0131840","","7","10","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MKECQXAT","journalArticle","2015","Altewischer, Andrea; Buschewski, Ulrike; Ehrke, Christian; Froehlich, Johannes; Gaertner, Antje; Giese, Peter; Guenter, Franziska; Heitmann, Nadja; Hestermann, Maren; Hoffmann, Hannes; Kleinschmidt, Friederike; Kniepkamp, Bjoern; Linke, Wilhelm; Mayland-Quellhorst, Tore; Pape, Jonas; Peterson, Tom; Schendel, Vanessa; Schwieger, Sarah; Wadenstorfer, Andrea; Fischer, Klaus","Habitat preferences of male Corn Buntings Emberiza calandra in north-eastern Germany","Acta Ornithologica (Warsaw)","","0001-6454","10.3161/00016454AO2015.50.1.001","://BCI:BCI201500708017","Agricultural ecosystems have faced dramatic changes during past decades, resulting in a dramatic loss of farmland biodiversity. The Corn Bunting Emberiza calandra is considered a suitable indicator for the conservation value of farmland habitats, and has recently suffered strong declines throughout much of its European range. As a basis for targeted conservation measures, we investigated the habitat preferences of this species in north-eastern Germany by comparing the composition of male territories with randomly chosen control sites. A territory was defined as the area within a radius of 150 meters around the assumed centre of the territory, as the majority of nests is found within this radius. To assess food availability for nestlings, arthropod abundance within the most abundant land use types i.e. crop fields, fallows, grassland as well as within unploughed strips was investigated. In total we found 102 male Corn Bunting territories, which were mainly composed of crop fields (50%), grassland (28%), and fallows (12%). Territories compared with control sites were characterized by a lower proportion of crop fields, a higher proportion of fallows, more diverse land use types, more abundant field boundaries, unploughed strips, and tracks, and a higher availability of song posts. However, neither the number of larger (>= 1 cm), smaller (< 1 cm) or all arthropods differed significantly among analysed land use types i.e. crop fields, fallows, grassland, unploughed strips. Our study confirms the significance of habitat heterogeneity and especially of sites with sparse vegetation (fallows > 10%) and song posts (> 70 m 'linear song posts' or > 1 solitary post per ha) for the habitat selection of male Corn Buntings. We conclude that measures to halt population declines of Corn Buntings seem to be relatively easy to implement, provided that farmers are granted a fair compensation.","2015","2020-10-29 20:06:41","2021-10-05 16:53:14","","1-10","","","50","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5UARBHLS","journalArticle","1997","Alvarez, Tania; Frampton Geoffrey, K.; Goulson, Dave","Population dynamics of epigeic Collembola in arable fields: the importance of hedgerow proximity and crop type","Pedobiologia","","","","","","1997","2020-10-29 20:06:41","2021-10-19 13:14:36","","110-114","","","41","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"96LI6UFD","journalArticle","2015","Amy, S. R.; Heard, M. S.; Hartley, S. E.; George, C. T.; Pywell, R. F.; Staley, J. T.","Hedgerow rejuvenation management affects invertebrate communities through changes to habitat structure","Basic and Applied Ecology","","","10.1016/j.baae.2015.04.002","http://www.scopus.com/inward/record.url?eid=2-s2.0-84937636162&partnerID=40&md5=29bebaf763aa8478a62f134b2cca2460","Hedgerows are an important semi-natural habitat for invertebrates and other wildlife within agricultural landscapes. Hedgerow quality can be greatly affected either by over- or under-management. Neglect of hedgerows is an increasingly important issue as traditional management techniques such as hedgelaying become economically unviable. In the UK, funding for hedge management is available under agri-environment schemes but relatively little is known about how this impacts on wider biodiversity. We used a randomised block experiment to investigate how habitat structural change, arising from a range of techniques to rejuvenate hedgerows (including more economic/mechanised alternatives to traditional hedgelaying), affected invertebrate abundance and diversity. We combined digital image analysis with estimates of foliage biomass and quality to show which aspects of hedge structure were most affected by the rejuvenation treatments. All investigated aspects of habitat structure varied considerably with management type, though the abundance of herbivores and predators was affected primarily by foliage density. Detritivore abundance was most strongly correlated with variation in hedge gap size. The results suggest that habitat structure is an important organising force in invertebrate community interactions and that management technique may affect trophic groups differently. Specifically we find that alternative methods of hedgerow rejuvenation could support abundances of invertebrates comparable or even higher than traditional hedgelaying, with positive implications for the restoration of a larger area of hedgerow habitat on a limited budget. © 2015 Gesellschaft für Ökologie.","2015","2020-10-29 20:06:42","2021-10-05 16:53:15","","443-451","","","16","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INMX8AYX","journalArticle","2008","Anan'eva, N. D.; Polianskaia, L. M.; Sus'ian, E. A.; Vasenkina, I. V.; Wirt, S.; Zviagintsev, D. G.","Comparative assessment of soil microbial biomass determined by the methods of direct microscopy and substrate-induced respiration","Mikrobiologiia","","0026-3656","","://MEDLINE:18683659","The content of microbial biomass (MB) was determined in samples of gray forest, chestnut, and tundra soils with different physicochemical properties (0.4-22.7% Corg; 8.4-26.8% silt particles; pH 4.3-8.4) by the methods of substrate-induced respiration (MB(SIR)) and direct microscopy (MB(M)). The samples of two upper soil layers, 0-5 and 5-10 cm (without plant litter), from different ecosystems (forest, forest shelter belt, meadow, fallow, and arable land) and elements of relief of interfluvial tundra (block/upper land plateau, depression between blocks) have been analyzed. The content of microbial biomass in the 0-5-cm soil layer was 216-8134 and 348-7513 microg C/g soil as measured by the methods of substrate-induced respiration and direct microscopy, respectively. The MB(SIR) and MB(M) values closely correlated with each other: r = 0.90 and 0.74 for 0-5 and 5-10 cm, respectively. The average MB(SIR)/MB(M) ratio was 90 and 60% for 0-5 and 5-10 cm, respectively. The portion of microbial carbon in total organic soil carbon was, on average, 4 and 3% (SIR) and 5 and 7% (direct microscopy) for 0-5 and 5-10 cm, respectively. Possible reasons for the differences between MB(SIR) and MB(M) values in the soils under study are discussed.","2008","2020-10-29 20:06:42","2021-10-19 13:13:41","","404-12","","","77","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SDMTWYVW","journalArticle","1997","Andersen, A.","Densities of overwintering carabids and staphylinids (Col., Carabidae and Staphylinidae) in cereal and grass fields and their boundaries","Journal of Applied Entomology","","1439-0418","10.1111/j.1439-0418.1997.tb01374.x","","","1997","2020-10-29 20:06:43","2021-10-05 16:53:14","","77-80","","1‐5","121","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZA4I5P4N","journalArticle","2013","Anderson, Annette; Carnus, T. I. M.; Helden Alvin, J.; Sheridan, Helen; Purvis, Gordon","The influence of conservation field margins in intensively managed grazing land on communities of five arthropod trophic groups","Insect Conservation & Diversity","","1752458X","10.1111/j.1752-4598.2012.00203.x","https://ezp.sub.su.se/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=aph&AN=87709003&site=ehost-live&scope=site","","2013","2020-10-29 20:06:43","2021-10-05 16:53:14","","201-211","","","6","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHI5UZUQ","journalArticle","2009","Anderson, S. H.; Udawatta, R. P.; Seobi, T.; Garrett, H. E.","Soil water content and infiltration in agroforestry buffer strips","Agroforestry Systems","","0167-4366","10.1007/s10457-008-9128-3","://WOS:000261986900002","Agroforestry practices are receiving increased attention in temperate zones due to their environmental and economic benefits. To test the hypothesis that agroforestry buffers reduce runoff by increased infiltration, water use, and water storage; profile water content and soil water infiltration were measured for a Putnam soil (fine, smectitic, mesic Vertic Albaqualf). The watershed was under no-till management with a corn (Zea mays L.)-soybean (Glycine max L.) rotation since 1991. Agroforestry buffer strips, 4.5 m wide and 36.5 m apart, were planted with redtop (Agrostis gigantea Roth), brome (Bromus spp.), and birdsfoot trefoil (Lotus corniculatus L.). Pin oak (Quercus palustris Muenchh.), swamp white oak (Q. bicolor Willd.) and bur oak (Q. macrocarpa Michx.) trees were planted at 3-m intervals in the center of the agroforestry buffers in 1997. Ponded water infiltration was measured in agroforestry and grass buffers and row crop areas. Water content in agroforestry and row crop areas at 5, 10, 20, and 40 cm depths were measured throughout the year. Quasi-steady infiltration rates were not different (P > 0.05) among the treatments. Agroforestry had lower soil water content than row crop areas (P < 0.05) during the growing season. Higher water content after the principal recharge event in the agroforestry treatment was attributed to better infiltration through the root system. Results show that agroforestry buffer strips reduce soil water content during critical times such as fallow periods, and increase water infiltration and water storage. Therefore, adoption of agroforestry buffer practices may reduce runoff and soil loss from watersheds in row crop management.","2009","2020-10-29 20:06:44","2021-10-05 16:53:15","","5-16","","","75","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XI8VTPRM","journalArticle","2015","Anjum-Zubair, Muhammad; Entling Martin, H.; Bruckner, Alexander; Drapela, Thomas; Frank, Thomas","Differentiation of spring carabid beetle assemblages between semi-natural habitats and adjoining winter wheat","Agricultural & Forest Entomology","","14619555","10.1111/afe.12115","https://ezp.sub.su.se/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=aph&AN=110338999&site=ehost-live&scope=site","Semi-natural habitats are part of agri-environment programmes throughout Europe. Little is known about activity-density and assemblage composition of carabid beetles within sown wildflower areas ( SWA) compared with conventional grassy field margins and adjoining arable fields., In 10 landscapes, two pairs of winter wheat fields with adjoining SWA and grassy field margin were studied. We compared activity-density, species richness, ecological traits and assemblage composition of carabids among 20 winter wheat fields, 10 adjoining grassy field margins and 10 adjoining SWA., Beetle activity-density was higher in wheat fields compared with adjoining semi-natural habitats regarding total carabids, macropterous, polyphagous-carnivorous and euryoecious open habitat beetles. Although total species richness (analysis of variance) did not significantly differ among habitat types, we found significantly higher species numbers in SWA than in wheat fields adjoining SWA and grassy margins when the number of recorded species was standardized to the number of individuals (rarefaction). Carabid assemblages in wheat fields differed from assemblages in adjoining SWA and grassy margins., The results of the present study emphasize the important contribution of semi-natural habitats to diversify the spring carabid fauna in agroecosystems. In particular, SWA were shown to be useful to enhance carabid biodiversity conservation in agroecosystems, rather than to enhance their density-dependent functions. [ABSTRACT FROM AUTHOR] Copyright of Agricultural & Forest Entomology is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","2015","2020-10-29 20:06:44","2020-10-29 20:06:44","","355-365","","","17","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4; Carabidae; GROUND beetles; Activity density; agri-environment; assemblage composition; CARNIVOROUS animals; ecological trait; grassy field margin; HABITAT (Ecology); semi-natural habitat; SPECIES diversity; species richness; WILD flowers; wildflower area; WINTER wheat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WKF3IG8P","journalArticle","2010","Anjum-Zubair, M.; Schmidt-Entling Martin, H.; Querner, Pascal; Frank, Thomas","Influence of within-field position and adjoining habitat on carabid beetle assemblages in winter wheat","Agricultural & Forest Entomology","","14619555","","https://ezp.sub.su.se/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=aph&AN=52039151&site=ehost-live&scope=site","1 The influence of within-field position and adjoining habitat on carabid beetles was studied in 20 winter wheat fields in ten different Swiss agricultural landscapes. In each landscape, two winter wheat fields (one with adjoining sown wildflower area and one with adjoining grassy margin) were investigated. 2 Carabid beetles were caught in pitfall traps 3 and 30 m from the edge in each of the 20 wheat fields. Significantly more individuals were found in the centres (30-m position) than at the edges (3-m position). Conversely, species richness was significantly higher at the field edges than in the centres. 3 Of the ten most abundant species, Poecilus cupreus, Agonum muelleri and Pterostichus melanarius were significantly more abundant in the field centres than at the edges. Harpalus rufipes was significantly more abundant in the fields adjoining sown wildflower areas than in the fields adjoining grassy margins. 4 In conclusion, the response of carabid beetles to within-field position and adjoining habitats was species specific. This needs to be taken into account in habitat management for biodiversity conservation and pest control. [ABSTRACT FROM AUTHOR] Copyright of Agricultural & Forest Entomology is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","2010","2020-10-29 20:06:45","2021-10-19 13:14:17","","301-306","","","12","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
