Item ID,Short Title,Title,Year,Period,Vegetated strip description info,Nation,Study country,Study location,Latitude,Longitude,Outcomes
21570044,Zaimes (2008),Streambank Soil and Phosphorus Losses Under Different Riparian Land-Uses in Iowa,2008,2005-2009,grass filter;riparian forest buffer,USA,"Iowa, USA",northeast and southeast Iowa and central Iowa (Bear Creek National Restoration Demonstration Watershed),42.182677,-93.501316,Soil Chemistry;Soil Physical;Soil Physical
21570059,Zhou (2014),Nutrient removal by prairie filter strips in agricultural landscapes,2014,2010-2014,filter strip,USA,"Iowa, USA",Neal Smith National Wildlife Refuge,41.549666,-93.281917,Soil Chemistry;Soil Chemistry;Soil Physical
21570063,Zollinger (2013),The optimal age of sown field margins for breeding farmland birds,2013,2010-2014,field margin,Switzerland,Switzerland,"Canton Vaud (46 40 N, 6 32 E)",46.666677,6.53333,Biodiversity
21570066,Zyczynska-Baloniak (2005),Impact of biogeochemical barriers on the migration of chemical compounds with the water of agricultural landscape,2005,2005-2009,shelterbelt,Poland,Poland,Chlapowski’s Agroecological Park situated 40 km southwest of Poznañ.,52.058832,16.826234,Soil Chemistry
21985838,Barone (2003),- Habitat age increases reproduction and nutritional condition in a generalist arthropod predator,2003,2000-2004,wildflower area,Switzerland,Switzerland,"Bern, Biel, Solothurn and Burgdorf",47.044144,7.467686,Biodiversity
21985841,Carmona (1999),- Influence of refuge habitats and cover crops on seasonal activity-density of ground beetles (Coleoptera : Carabidae) in field crops,1999,1995-1999,refuge strip,USA,"Michigan, USA","Michigan State University Entomology Farm, East Lansing, Michigan",42.730617,-84.477022,Biodiversity
21985852,Durner (1999),"Spatial ecology of black rat snakes on Remington Farms, Maryland",1999,1995-1999,hedgerow,USA,"Maryland, USA","Remington Farms, 12km southwest of Chestertown, Maryland",39.218876,-76.069057,Biodiversity
21985854,Foetzki (2012),Surveying of pollen-mediated crop-to-crop gene flow from a wheat field trial as a biosafety measure,2012,2010-2014,border crop,Switzerland,Switzerland,Agroscope Reckenholz-Tänikon Research Station in Zurich-Reckenholz and Pully of Agroscope Changins-Wädenswil Research Station,47.472622,8.907012,Biodiversity
21985855,Frank (1997),Species diversity of ground beetles (Carabidae) in sown weed strips and adjacent fields,1997,1995-1999,weed strip,Switzerland,Switzerland,"Zollikofen, Bern",46.99826,7.451332,Biodiversity
21985856,Frank (2009),- Beneficial arthropods respond differentially to wildflower areas of different age,2009,2005-2009,wildflower area,Switzerland,Switzerland,Bern and Solothurn,46.999956,7.528307,Biodiversity
21985857,Frank (2007),- Density and nutritional condition of carabid beetles in wildflower areas of different age,2007,2005-2009,wildflower area,Switzerland,Switzerland,Swiss plateau around Bern,46.999956,7.528307,Biodiversity;Ecosystem Functioning
21985861,Frank (2004),Staphylinidae and Carabidae overwintering in wheat and sown wildflower areas of different age,2004,2000-2004,wildflower area,Switzerland,Switzerland,"Swiss plateau between Bern, Biel, Solothurn and Burgdorf",46.999956,7.528307,Biodiversity
21985862,Frere (2007),Apparent competition or apparent mutualism? An analysis of the influence of rose bush strip management on aphid population in wheat field,2007,2005-2009,rose bush strip,Belgium,Belgium,"Brabant (50 40 N, 4 38 E)",50.666667,4.633333,Biodiversity
21985868,Holland (2009),- Contrasting the farm-scale spatio-temporal dynamics of boundary and field overwintering predatory beetles in arable crops,2009,2005-2009,hedge;grass bank;game-cover strip;beetle bank,UK,UK,Dorset,50.74893,-2.344382,Biodiversity
21985872,Jmhasly (1995),Habitat management in winter wheat and evaluation of subsequent spider predation on insect pests,1995,1995-1999,sown weed strip,Switzerland,Switzerland,Zollikofen near Berne,46.998256,7.451339,Biodiversity;Human Use
21985879,Lee (2001),Refuge habitats modify impact of insecticide disturbance on carabid beetle communities,2001,2000-2004,refuge strip,USA,"Michigan, USA","Entomology Research Farm, Michigan State University, East Lansing, Michigan",42.731079,-84.476833,Biodiversity
21985881,Lemke (2002),"- Sown weed strips in cereal fields: Overwintering site and ""source"" habitat for Oedothorax apicatus (Blackwall) and Erigone atra (Blackwall) (Araneae: Erigonidae)",2002,2000-2004,weed strip,Germany,Germany,"Near Hanover, Northern Germany",52.375892,9.73201,Biodiversity
21985884,Lethmayer (1997),"Effects of weed strips on the occurrence of noxious coleopteran species (Nitidulidae, Chrysomelidae, Curculionidae)",1997,1995-1999,weed strip,Switzerland,Switzerland,"Agricultural School Rutii, Zollikofen",46.998221,7.451865,Biodiversity;Human Use
21985887,Lys (1994),"The Positive Influence of Strip-Management on Ground Beetles in a Cereal Field - Increase, Migration and Overwintering",1994,1990-1994,successional weed strip,Switzerland,Switzerland,Not stated,46.818897,8.227562,Biodiversity;Human Use
21985888,Lys (1992),"Augmentation of beneficial arthropods by strip-management - 4. Surface activity, movements and activity density of abundant carabid beetles in a cereal field",1992,1990-1994,strip,Germany,Germany,"Hiddenhausen-Eilshausen, Herford",52.170976,8.62921,Biodiversity;Human Use
21985891,Lys (1994),Increase in activity density and species number of carabid beetles in cereals as a result of strip-management,1994,1990-1994,strip,Not stated,Not stated,Not stated,not stated,not stated,Biodiversity
21985892,Meyers (1988),Use of cover types and survival of ring-necked pheasant broods,1988,1985-1989,strip vegetation,USA,"Oregon, USA","Baskett slough area, 20km north of Momouth, Polk county; Luckiamute area, along Luckiamute river, 8km south of Monmouth, Polk County",44.848452,-123.233989,Biodiversity
21985895,Nash (2008),"Effect of remnant vegetation, pesticides, and farm management on abundance of the beneficial predator Notonomus gravis (Chaudoir) (Coleoptera : Carabidae)",2008,2005-2009,field margin,Australia,"Victoria, Australia","Western Victoria, Southeastern Australia",-37.581991,142.006343,Biodiversity;Human Use
21985896,Nentwig (1988),Augmentation of beneficial arthropods by strip-management - 1. Succession of predacious arthropods and long-term change in the ratio of phytophagous and predacious arthropods in a meadow,1988,1985-1989,strip,Germany,Germany,Botanical Gardens of the University of Marburg,50.801764,8.809314,Biodiversity;Human Use
21985897,Nentwig (1989),Augmentation of beneficial arthropods by strip-management. II. Successional strips in a winter wheat field,1989,1985-1989,succesional strip,Germany,Germany,"Near Hiddenhausen-Eilhausen, Herford, North Germany",52.170976,8.629226,Biodiversity;Human Use;Human Use
21985904,Staniland (2000),- Effectiveness of border areas in confining the spread of transgenic Brassica napus pollen,2000,2000-2004,border,Canada,"Manitoba, Canada","University of Manitoba Research Farm at Carman, and University of Manitoba campus at Winnipeg",49.501818,-98.027535,Pollution
21985905,Thomas (1991),Creation of Island Habitats in Farmland to Manipulate Populations of Beneficial Arthropods - Predator Densities and Emigration,1991,1990-1994,within-field refuge,UK,UK,North hampshire,51.08503,-1.310407,Biodiversity;Human Use;Ecosystem Functioning
21985907,Wyss (1995),The effects of weed strips on aphids and aphidophagous predators in an apple orchard,1995,1995-1999,weed strip,Switzerland,Switzerland,near Basel,47.560047,7.589867,Human Use
21985910,Wyss (1995),The impact of spiders on aphid populations in a strip-managed apple orchard,1995,1995-1999,weed strip,Switzerland,Switzerland,Berne,46.947974,7.447447,Biodiversity;Human Use
21985911,Zangger (1994),The positive influence of strip-management on carabid beetles in a cereal field: Accessibility of food and reproduction in Poecilus cupreus,1994,1990-1994,wildflower strip,Switzerland,Switzerland,Not stated,46.74123,8.241736,Biodiversity
21985912,Zangger (1994),Increasing the availability of food and the reproduction of Poecilus cupreus in a cereal field by strip-management,1994,1990-1994,field strip,Not stated,Not stated,Not stated,not stated,not stated,Human Use
25061377,Sara (2010),"Bird species diversity in riparian buffers, row crop fields, and grazed pastures within agriculturally dominated watersheds",2010,2010-2014,riparian buffer,USA,"Iowa, USA","Bear Creek and Long Dick Creek, Hamilton and Story counties, Iowa",42.182677,-93.501316,Biodiversity
27263691,Bellet (2013),"From cultural to supporting ecosystem services, the value of shelterbelts to prairie agriculture, Canada",2013,2010-2014,shelterbelt,Canada,"Manitoba, Canada","Stanley, Manitoba",49.121025,-98.112194,Social
27563234,Boutin (2001),Comparing weed composition in natural and planted hedgerows and in herbaceous field margins adjacent to crop fields,2001,2000-2004,hedgerow;field margin,Canada,"Québec, Canada","Southwestern Canada (45 40 N, 72 40 W)",45.666667,-72.666631,Biodiversity
27971224,De Cauwer (2005),Biodiversity and agro-ecology in field margins,2005,2005-2009,field margin,Belgium,Belgium,"Beernem (51 09 N, 3 20 E), West Flanders",51.150001,3.333331,Biodiversity;Soil Physical;Ecosystem Functioning
27990156,Allaire (2015),Potential efficiency of riparian vegetated buffer strips in intercepting soluble compounds in the presence of subsurface preferential flows,2015,2015-2016,riparian vegetated buffer strip,Canada,"Québec, Canada","Bras d’Henri watershed (4628'51.5"" N, 7113'03.9""W)",46.4800972,-71.21775,Soil Chemistry;Soil Physical
27990158,Benoit (1999),Isoproturon sorption and degradation in a soil from grassed buffer strip,1999,1995-1999,grassed buffer strip,France,France,"La Jailliere, Loire Atlantique",47.451638,-0.966257,Pollution
27990159,Bergfur (2012),The Tarland Catchment Initiative and its effect on stream water quality and macroinvertebrate indices,2012,2010-2014,buffer strip,UK,UK,Tarland Burn catchment,57.116524,-2.84387,Biodiversity;Soil Chemistry;Soil Chemistry;Soil Physical;Soil Chemistry;Soil Physical
27990160,Bharati (1997),"Infiltration in a Coland clay loam under a six-year old multi-species riparian buffer strip, cultivated row crops and continuously grazed pasture",1997,1995-1999,riparian buffer strip,USA,"Iowa, USA","Bear Creek, Story County",42.182677,-93.501316,Soil Chemistry;Soil Chemistry;Soil Physical;Soil Physical
27990162,Bishaw (2002),Riparian forest buffers on agricultural lands in the Oregon Coast Range: Beaver creek riparian project as a case study,2002,2000-2004,riparian forest buffer,USA,"Oregon, USA","Beaver Creek, Newport",44.636784,-124.05345,Human Use;Ecosystem Functioning;Ecosystem Functioning
27990163,Blanco-Canqui (2004),Grass barriers for reduced concentrated flow induced soil and nutrient loss,2004,2000-2004,grass barrier,USA,"Missouri, USA","Bradford Research and Extension Center, 17 km east of Columbia",38.892938,-92.200954,Soil Chemistry;Soil Chemistry;Soil Physical;Soil Chemistry;Soil Physical
27990164,Borin (2004),Performance of a narrow buffer strip in abating agricultural pollutants in the shallow subsurface water flux,2004,2000-2004,buffer strip,Italy,Italy,"Marano, province of Venice (45 degrees 27' N, 12 degress 07'E)",45.450126,12.11671,Soil Chemistry;Pollution
27990165,Brauer (2012),Effects of the establishment of a forested riparian buffer and grazing on soil characteristics,2012,2010-2014,forested riparian buffer,USA,"Arkansas, USA","US Department of Agriculture-Agricultural Research Service Dale Bumpers Small Farms Research Centre (35.103 N, 93.934 W), Booneville",35.103,-93.934,Soil Chemistry;Soil Chemistry;Soil Chemistry;Soil Physical;Human Use
27990166,Bu (2016),"Sediment and nutrient removal by integrated tree-grass riparian buffers in Taihu Lake watershed, eastern China",2016,2015-2016,riparian buffer,China,China,"Taihu Lake watershed, southeastern Yixing City, Jiangsu Province (31 07-31 37 N, 119 31-120 03 E)",31.366667,119.783333,Soil Chemistry;Soil Chemistry;Soil Physical;Soil Physical;Soil Physical
27990168,Carvell (2004),The response of foraging bumblebees to successional change in newly created arable field margins,2004,2000-2004,field margin,UK,UK,"Manor Farm, Eddlethorpe, North Yorkshire (54 04 N, 0 49 W)",54.066648,-0.816662,Biodiversity
27990169,Colquhoun (2004),Vegetative filter strips near surface water in the Pacific Northwest,2004,2000-2004,vegetative filter strip,USA,"Oregon, USA",Willamette Valley,44.764709,-122.921852,Biodiversity;Human Use
27990171,Dillaha (1989),Vegetative filter strips for agricultural nonpoint source pollution control,1989,1985-1989,vegetated filter strip,USA,"Virginia, USA",Prices Fork Research Farm near Blacksburg,37.22955,-80.413931,Soil Chemistry;Soil Chemistry;Soil Physical;Soil Physical
27990172,Ducey (2013),Microbial community structure across a wastewater-impacted riparian buffer zone in the southeastern Coastal Plain,2013,2010-2014,restored/natural riparian zone,USA,"North Carolina, USA","Herrings Marsh Run (HMR) watershed, Duplin County",34.88401,-78.019539,Soil Chemistry;Soil Chemistry
27990173,Edwards (1997),Vegetative filter strip removal of metals in runoff from poultry litter-amended fescuegrass plots,1997,1995-1999,vegetative filter strip,USA,"Arkansas, USA","Agricultural Expcriment Station, Fayetteville",36.042994,-94.202828,Soil Chemistry;Soil Physical
27990174,Emmingham (2005),Tree buffers along streams on western Oregon Farmland,2005,2005-2009,riparian buffer,USA,"Oregon, USA",Oregon coast range,44.504197,-123.551088,Ecosystem Functioning
27990176,Fournier (2002),Foraging activity of the carabid beetle Pterostichus melanarius Ill. in field margin habitats,2002,2000-2004,field margin,France,France,Beauce,48.366532,-1.750244,Biodiversity
27990179,Funkhouser (2011),Using GIS to Quantify Riparian Buffer Bypassing on Agricultural Fields in the Chesapeake Bay Watershed,2011,2010-2014,riparian buffer,USA,"Virginia, USA","New Kent Colunty, Charles City County, James City County, Chesapeake Bay Watershed",37.465376,-76.964306,Soil Physical
27990180,Gerwig (2001),Using GLEAMS and REMM to estimate nutrient movement from a spray field and through a riparian forest,2001,2000-2004,riparian forest,USA,"North Carolina, USA",Northern Duplin county,34.884009,-78.019539,Soil Chemistry;Soil Chemistry
27990181,Gilbert (2015),Reverse influence of riparian buffer width on herbivorous and predatory Hemiptera,2015,2015-2016,riparian buffer,Finland,Finland,"Aura (60 N 22 E) and Jokioinen (60 N, 23 E)",60.644993,22.591448,Biodiversity
27990182,Gilroy (2009),"Foraging habitat selection, diet and nestling condition in Yellow Wagtails Motacilla flava breeding on arable farmland",2009,2005-2009,field margin,UK,UK,"Lincolnshire, Cambridgeshire",52.555981,-0.258715,Biodiversity;Ecosystem Functioning
27990183,Griffith (2010),RIPARIAN FOREST AND ADJACENT GRASS SEED PRODUCTION FIELD IN WESTERN OREGON: NITROGEN DYNAMICS AND WATER QUALITY,2010,2010-2014,buffer,USA,"Oregon, USA","Lower Calapooia River in Linn County, Oregon",44.583027,-123.136811,Soil Chemistry
27990184,Guber (2009),Uncertainty evaluation of coliform bacteria removal from vegetated filter strip under overland flow condition,2009,2005-2009,vegetated filter strip,USA,"Maryland, USA","Patuxent Wildlife Research Refuge, Beltsville",39.040381,-76.808001,Soil Physical
27990185,Gumiero (2016),How to stop nitrogen leaking from a Cross compliant buffer strip?,2016,2015-2016,buffer strip,Italy,Italy,"Scandolara, Venetian Plain (45 36 52 N, 12 05 5 E)",45.614358,12.084837,Soil Chemistry;Soil Chemistry
27990186,Gumiero (2011),"Shallow groundwater nitrogen and denitrification in a newly afforested, subirrigated riparian buffer",2011,2010-2014,riparian buffer,Italy,Italy,15km from Venice,45.504022,12.143281,Soil Chemistry
27990190,Hynninen (2011),Capacity of riparian buffer areas to reduce ammonium export originating from ditch network maintenance areas in peatlands drained for forestry,2011,2010-2014,buffer,Finland,Finland,South central Finland,61.922916,26.141527,Soil Chemistry;Soil Physical
27990193,Kelly (2007),Phosphorus uptake during four years by different vegetative cover types in a riparian buffer,2007,2005-2009,riparian buffer,USA,"Iowa, USA","USDA-ARS Deep Loess Research Station, Loess Hills",41.878003,-93.097702,Soil Chemistry;Human Use;Human Use;Ecosystem Functioning
27990194,Klick (2015),Distribution and movement of Drosophila suzukii into fruiting raspberry,2015,2015-2016,field margin,USA,"Oregon, USA","Jefferson (44 40 01 N, 122 58 00 W)",44.66697,-122.966587,Biodiversity
27990195,Krutz (2004),Adsorption and desorption of metolachlor and metolachlor metabolites in vegetated filter strip and cultivated soil,2004,2000-2004,vegetated filter strip,USA,"Texas, USA","Blackland Research Center in Temple, TX",32.899568,-96.349705,Pollution
27990197,Lafrance (2013),"Temporal evolution of atrazine, metolachlor, and deethylatrazine concentrations in runoff from grass filter strips in a four-season study",2013,2010-2014,filter strip,Canada,"Québec, Canada","St-Lambert-de-Lauzon (46 36.5 N, 71 10.5 W)",46.6,-71.166665,Pollution
27990200,Larsen (1989),Water quality impacts of free ranging cattle in semi-arid environments,1989,1985-1989,riparian zone,USA,"Utah, USA",Utah state university,40.131738,-111.667156,Soil Physical
27990201,Lin (2011),Reducing herbicides and veterinary antibiotics losses from agroecosystems using vegetative buffers,2011,2010-2014,vegetative buffer,USA,"Missouri, USA","University of Missouri Bradford Research and Extension Center near Columbia, Missouri",38.916659,-92.264345,Soil Chemistry;Soil Physical;Pollution;Pollution
27990202,Lowrance (2005),Surface runoff water quality in a managed three zone riparian buffer,2005,2005-2009,riparian buffer,USA,"Georgia, USA","Gibbs Farm, University of Georgia Coastla Plain Experiment Station, Tifton",31.450464,-83.508498,Soil Chemistry;Soil Chemistry;Soil Chemistry;Soil Chemistry
27990203,Madrigal (2007),Pesticide degradation in vegetative buffer strips: grassed and tree barriers. Case of isoproturon,2007,2005-2009,vegetative buffer strip,France,France,"La Jaillière, in western France",47.451638,-0.966258,Soil Chemistry
27990204,Marshall (1996),Factors affecting floral diversity in European field margin networks,1996,1995-1999,field margin,Multiple,"UK, France","Cossington, Somerset, UK; Corsham, Wiltshire, UK; Pleine-Fougeres, Brittany, France; Mont St Michel, Brittany, France",multiple,multiple,Biodiversity
27990207,McKergow (2006),"Performance of grass and eucalyptus riparian buffers in a pasture catchment, Western Australia, part 1: riparian hydrology",2006,2005-2009,riparian buffer,Australia,"Western Australia, Australia","40 km north of Albany, Western Australia",-34.958835,117.889556,Soil Physical
27990209,Memmott (2010),The potential impact of global warming on the efficacy of field margins sown for the conservation of bumble-bees,2010,2010-2014,field margin,UK,UK,Eastern England,53.331756,-0.500238,Biodiversity;Ecosystem Functioning
27990210,Ney (2005),How many samples are required? Evaluating a model for verification of carbon sequestration in a hybrid poplar buffer strip,2005,2005-2009,buffer strip,USA,"Iowa, USA","Amana, Iowa",41.761949,-91.882346,Soil Chemistry;Other
27990212,Norrdahl (2005),Trees and shrubs as a component of buffer zones: advantages and disadvantages in P-retention,2005,2005-2009,buffer zone,Finland,Finland,Southwest Finland,60.829106,22.256594,Soil Chemistry
27990213,Nunez-Delgado (2001),"Surface runoff pollution by cattle slurry and inorganic fertilizer spreading: chemical oxygen demand, ortho-phosphates, and electrical conductivity levels for different buffer strip lengths",2001,2000-2004,grass buffer strip,Spain,Spain,"Boqueixon, A Coruna",42.811785,-8.414715,Soil Chemistry;Soil Physical
27990214,Oakley (2002),Survival and home range estimates of pen-raised northern bobwhites in buffer strip and non-buffer strip habitats,2002,2000-2004,buffer strip,USA,"Maryland, USA","Tudor Farms, Dorchester County on the Eastern Shore of Maryland.",38.45394,-75.976212,Biodiversity
27990215,Ohliger (2010),Water body and riparian buffer strip characteristics in a vineyard area to support aquatic pesticide exposure assessment,2010,2010-2014,riparian buffer strip,Germany,Germany,"along a 40 km section of the German wine route between Bad Bergzabern and Kallstadt, in the region of Palatinate in the federal state of Rheinland- Pfalz in southwest Germany",49.491406,8.177529,Ecosystem Functioning
27990217,Parkyn (2003),Planted riparian buffer zones in New Zealand: do they live up to expectations?,2003,2000-2004,riparian buffer zone,New Zealand,New Zealand,"Waikato Region approximately 38S, 175 E",-38.000182,174.999922,Biodiversity;Soil Chemistry;Soil Chemistry;Soil Chemistry;Pollution
27990218,Peyret-Guzzon (2016),Arbuscular mycorrhizal fungal communities and Rhizophagus irregularis populations shift in response to short-term ploughing and fertilisation in a buffer strip,2016,2015-2016,buffer strip,France,France,"Epoisses, Breteneieres, Bergundy",47.506162,4.174018,Biodiversity
27990220,Pietola (2005),Plant rooting and water infiltration into an old buffer zone and an adjacent cultivated soil,2005,2005-2009,buffer zone,Not stated,Not stated,Not stated,not stated,not stated,Soil Physical;Soil Physical
27990222,Powell (2006),Pest management outlook for cereals and oilseeds based on recent and new research,2006,2005-2009,field margin,UK,UK,"Bedfordshire, Oxfordshire, Yorkshire, East Lothian",51.647629,-1.275132,Human Use
27990223,Pulitano (2013),Chemical and microbiological properties of an eutrophic Oxisol under riparian forest buffer reforestation and pasture,2013,2010-2014,riparian forest buffer,Brazil,"São Paulo, Brazil","Cananeia Farm, Candido Mota city, Sao Paulo (22 46-22 28 S, 50 27-50 29 W)",-22.766667,-50.45,Soil Chemistry;Soil Chemistry;Soil Chemistry
27990224,Rahman (2014),A wooded riparian strip set up for nitrogen removal can affect the water flux microbial composition,2014,2010-2014,riparian strip,Italy,Italy,15km west of Venice,45.458493,12.168052,Pollution
27990225,Rankins (2001),Perennial grass filter strips for reducing herbicide losses in runoff,2001,2000-2004,filter strip,USA,"Mississippi, USA",Mississippi Agricultural and Forestry Experiment Station Black Belt Branch near Brooksville,33.418997,-88.804644,Soil Physical;Soil Physical;Pollution
27990226,Rankins (2005),Response of Perennial Grasses Potentially Used as Filter Strips to Selected Postemergence Herbicides 1,2005,2005-2009,filter strip,USA,"Mississippi, USA",USDA Natural Resources Conservation Service Jamie Whitten Plant Materials Center near Coffeeville,33.989161,-89.777436,Ecosystem Functioning
27990227,Rantanen (2010),Habitat preferences and survival in wildlife reintroductions: an ecological trap in reintroduced grey partridges,2010,2010-2014,field margin,UK,UK,"OSGB36 grid reference: SP 44 21), (SP 43 21), (SP 42 21), (SP 40 21), Oxfordshire and Gloucestershire",51.619023,-1.226136,Biodiversity;Human Use;Recreation
27990228,Rasa (2011),Physical properties of a boreal clay soil under differently managed perennial vegetation,2011,2010-2014,buffer zone,Finland,Finland,"Lintupaju (60 48 N, 23 28 E)",60.800188,23.466834,Soil Physical;Soil Physical
27990229,Rasa (2013),Structure and hydraulic properties of the boreal clay soil under differently managed buffer zones,2013,2010-2014,buffer zone,Finland,Finland,"Jokioinen, southwestern Finland (60 48′N, 23 28′E), on the premises of MTT Agrifood Research Finland",61.78272,23.913514,Soil Physical;Soil Physical
27990230,Rasa (2006),Buffer zone water repellency: effects of the management practice,2006,2005-2009,buffer zone,Finland,Finland,"Jokioinen, South-Western Finland, Maaninka, Central Finland",61.78272,23.913514,Soil Physical
27990232,Räsänen (2013),A synthesis report on implementation of IPM and demonstrating the aquatic risks of plant protection products on a Nordic-Baltic scale,2013,2010-2014,buffer strip,Finland,Finland,"Lintupaji, Jokioinen (60 47.666 N, 23 27.261 E)",60.794433,23.45435,Pollution
27990233,Räty (2006),Nutrient retention by differently managed vegetation of buffer zones,2006,2005-2009,buffer zone,Finland,Finland,"Jokioinen, in south-western Finland",60.794433,23.45435,Soil Chemistry;Soil Chemistry;Human Use;Ecosystem Functioning
27990234,Räty (2010),Phosphorus and nitrogen cycles in the vegetation of differently managed buffer zones,2010,2010-2014,buffer zone,Finland,Finland,"Jokioinen (60 48 N, 23 28 E)",60.794433,23.45435,Soil Chemistry;Soil Chemistry;Human Use;Ecosystem Functioning
27990238,Roy (2003),Invertebrates and vegetation of field margins adjacent to crops subject to contrasting herbicide regimes in the farm scale evaluations of genetically modified herbicide–tolerant crops,2003,2000-2004,field margin,UK,UK,Not stated,52.831319,-1.770154,Biodiversity
27990240,Sheridan (2008),Plant and invertebrate diversity in grassland field margins,2008,2005-2009,field margin,Ireland,Ireland,"Teagasc Research Centre, Johnstown Castle, County Wexford (T026166)",52.283665,-6.500506,Biodiversity
27990243,Sobota (2012),A stable isotope tracer study of the influences of adjacent land use and riparian condition on fates of nitrate in streams,2012,2010-2014,riparian forest,USA,"Oregon, USA","Camp, Oak-A, and Courtney streams in Williamette River Basin, western Oregon (44 07-44 34 N, 122 49-123 58 W)",44.566689,-122.816699,Soil Chemistry;Soil Chemistry;Soil Chemistry;Ecosystem Functioning;Ecosystem Functioning;Ecosystem Functioning
27990246,Stehle (2016),Erosion rills offset the efficacy of vegetated buffer strips to mitigate pesticide exposure in surface waters,2016,2015-2016,vegetated buffer strip,South Africa,South Africa,"Lourensford tributaries L1–L7 and Vergelegen tributaries V1, V2 of Lourens River, Western Cape, South Africa",-33.227797,21.85686,Pollution
27990248,Street (2015),Removal of woody vegetation from uncultivated field margins is insufficient to promote non-woody vascular plant diversity,2015,2015-2016,field margin,Sweden,Sweden,Scania,55.751554,13.412113,Biodiversity
27990249,Fluometuron Adsorption... (Strip),Fluometuron Adsorption to Soil Influenced by Best Management Practices (BMPs) Established Filter Strip and Riparian Zone,2004,2000-2004,filter strip,USA,"Mississippi, USA","Beasley Lake, Sunflower County",33.39832,-90.676415,Soil Chemistry;Soil Physical;Pollution
27990251,Tarmi (2011),The potential of cutting regimes to control problem weeds and enhance species diversity in an arable field margin buffer strip,2011,2010-2014,field margin;buffer strip,Finland,Finland,"Experimental farm of MTT Agrifood Research Finland in Jokioinen, southern Finland (60 85 N, 23 46 E)",60.794433,23.45435,Biodiversity;Soil Chemistry;Soil Physical
27990252,Tarmi (2012),Plant species diversity and composition of plant communities in buffer zones with variable management regimes,2012,2010-2014,buffer zone,Finland,Finland,Jokioinen and Ypäjä communities,60.794433,23.45435,Biodiversity;Soil Chemistry;Soil Chemistry
27990253,Uusi-Kämppä (2006),Nutrient retention of vegetated buffer strips on a cropped field and a pasture,2006,2005-2009,vegetated buffer strip,Finland,Finland,"Lintupaji, Jokioinen (60 48 N, 23 28 E)",60.794433,23.45435,Soil Chemistry;Soil Chemistry;Soil Chemistry;Soil Physical
27990254,Uusi-Kämppä (2008),Evaluating vegetated buffer zones for phosphorus retention in cereal and grass production,2008,2005-2009,vegetated buffer zone,Finland,Finland,"Jokioinen, SW Finland",60.794433,23.45435,Soil Chemistry;Soil Physical;Soil Physical
27990257,Vaananen (2008),Retention of phosphorus in peatland buffer zones at six forested catchments in southern Finland,2008,2005-2009,buffer zone,Finland,Finland,Asusuo 60º26’N 23º37’E Murtsuo 61º01’N 28º19’E Kirvessuo 61º14’N 25º16’E Kallioneva 62º16’Nn 23º48’E Hirsikankaansuo 64º04’N 26º40’E Vanneskorvenoja 61˚51’N 23˚42’E,62.978233,27.469057,Soil Chemistry
27990258,van Beek (2007),Reduced nitrate concentrations in shallow ground water under a non-fertilised grass buffer strip,2007,2005-2009,buffer strip,The Netherlands,The Netherlands,"Vredepeel in the south-east of the Netherlands (51 32N, 5 52E 27m)",51.533435,5.866654,Soil Chemistry;Soil Chemistry;Soil Physical
27990262,Weigel (2000),Using stream macroinvertebrates to compare riparian land use practices on cattle farms in southwestern Wisconsin,2000,2000-2004,buffer strip,USA,"Wisconsin, USA","Driftless Area, Wisconsin",43.114078,-90.430837,Biodiversity
27990263,White (1998),The Use of Fertilizer‐Free Grass Buffer Strips to Attenuate Nitrate Input to Marshland Dykes,1998,1995-1999,grass strip,UK,UK,"Walland Marsh ‘site of special scientific interest’ near Moneypenny House, 3 km east of Rye, East Sussex, UK grid reference TQ92948205, TQ92936251",50.889467,0.245984,Soil Chemistry
27990265,Woodcock (2009),"Responses of invertebrate trophic level, feeding guild and body size to the management of improved grassland field margins",2009,2005-2009,field margin,UK,UK,"Bickenhall, Somerset (50 58 47 N, 2 59 29 W), South Hill, Somerset (50 57 40 N, 3 02 53 W), Heywoods, Devon (50 48 38 N, 3 55 40 W) and North Wyke, Devon (50 46 14 N, 3 55 46 W)",51.095517,-2.939445,Biodiversity
28231043,Fox (2013),Conservation Buffers and Ecological Weed Management in Southeast Organic Cropping Systems: Weed Seedbanks and Weed Seed Predators,2013,2010-2014,conservation buffer,USA,"North Carolina, USA",Center for Environmental Farming System’s Organic Research Unit in Goldsboro,35.384884,-77.992765,Biodiversity
28233281,Grala (2004),An evaluation of the benefits and costs of in-field shelterbelts in Midwestern USA,2004,2000-2004,windbreak,USA,"Not stated, USA",Midwestern USA,multiple,multiple,Human Use;Ecosystem Functioning
28277056,Hao (2015),Chloride concentration distribution under oak hedgerow: an indicator of the water-uptake zone of tree roots?,2015,2015-2016,hedgerow,France,France,"Montours and Gué Botterel, Pont Lagot, Sains, Ducey, Pleine Fougères, Bédée 1, Bédée 2, Armorican Massif",48.679973,-1.152554,Soil Chemistry
29260018,Kloppel (1997),Herbicide transport by surface runoff and herbicide retention in a filter strip - rainfall and runoff simulation studies,1997,1995-1999,filter,Not stated,Not stated,Not stated,not stated,not stated,Pollution
