abandon
abat
abat non
oxid emiss
oxid groundwat
oxygen
oxygen demand
pace
pacif
pacif northwest
pack
paddock
page
page univers
paid
paid effect
pair
pair convent
pair mwide
pair watersh
pairskm
pairwis
palatin
palustri
palustri muenchh
pam
pam effect
pan
pan trap
panel
panel climat
panicum
panicum hemitomon
panicum virgatum
paper
paper assess
paper deal
paper demonstr
paper describ
paper examin
paper present
paper report
par
para
parallel
paramet
paramet buffer
paramet includ
paramet measur
paramet result
paramet signific
paramet soil
paramet studi
paramet veget
parasit
parasit rate
parasit wasp
parasitis
parasitoid
parasitoid abund
parasitoid agroecosystem
parasitoid communiti
parasitoid import
parasitoid predat
parcel
pardosa
park
partial
partial canon
particip
particl
particl size
particlebound
particul
particul dissolv
particul organ
particul total
particular
particular conserv
particular field
particular high
particular speci
partit
partit partial
partridg
partridg perdix
partridg popul
partridg speci
partridg studi
pass
pass beneath
pass buffer
passerculus
passerculus sandwichensi
passerin
passerin bird
passerina
past
past decad
past year
pastor
pastor farm
pastur
pastur adjac
pastur agroforestri
pastur area
pastur buffer
pastur cattl
pastur continu
pastur differ
pastur grass
pastur manag
pastur near
pastur region
pastur riparian
pastur rowcrop
pastur runoff
pastur shelterbelt
pastur site
pastur speci
pastur surround
pastur treatment
pastur type
pastureland
pat
patch
patch differ
patch field
patch hedgerow
patch size
patch speci
patch use
patchi
path
path length
pathogen
pathway
pattern
pattern contribut
pattern distribut
pattern field
pattern larg
pattern observ
pattern posit
pattern runoff
pattern suggest
pattern total
pattern use
pattern western
pauciti
pay
payment
pca
pdf
pdf titl
pea
peak
peanut
pear
peat
pedogenesi
pedolog
pendimethalin
peninsula
pennsylvania
pennsylvanicus
peopl
perceiv
percent
percent cover
percent percent
percent respect
percentag
percentag cover
percentag land
percentag landscap
percentag parasit
percentag term
percept
perch
percol
perdix
perdix perdix
perenn
perenn grass
perenni
perenni flower
perenni grass
perenni plant
perenni speci
perenni strip
perenni veget
perenni weed
perform
perform differ
perform evalu
perform fieldscal
perform narrow
perform reduc
perform use
pergand
perhap
perimet
period
period agricultur
period aphid
period bank
period disturb
period dure
period effect
period flower
period model
period predat
period respect
period season
period speci
period studi
period time
period use
period wherea
period year
peripheri
perman
perman field
perman grassland
perman habitat
perman veget
permeabl
permeabl soil
permethrin
permut
pernici
pernici weed
peromyscus
peromyscus leucopus
perpendicular
persist
persist effect
persist speci
perspect
pest
pest benefici
pest control
pest diseas
pest insect
pest manag
pest number
pest overal
pest popul
pest predat
pest provid
pest regul
pest soybean
pest speci
pest status
pest studi
pest suppress
pesticid
pesticid adjac
pesticid appli
pesticid applic
pesticid concentr
pesticid entri
pesticid exposur
pesticid retent
pesticid runoff
pesticid signific
pesticid treatment
pesticid use
pfs
pfs differ
pfs footslop
pfs signific
pha
pha indic
phacelia
phacelia tanacetifolia
phalari
phase
phase studi
pheasant
phenolog
phenomena
phenomenon
pheromon
phoeniceus
phoeniceus dickcissel
phosphat
phosphorus
phosphorus agricultur
phosphorus calcul
phosphorus concentr
phosphorus cropland
phosphorus drp
phosphorus level
phosphorus load
phosphorus loss
phosphorus nitrogen
phosphorus sediment
phosphorus soil
phosphorus total
phosphorus transport
photograph
physic
physic attribut
physic chemic
physic disturb
physic properti
physicochem
phytophag
phytophag ground
phytophag predatori
phytophag speci
phytophag trophic
picea
pieri
pieri rapa
piezomet
piezomet instal
pigwe
pigwe amaranthus
pilot
pin
pin oak
pine
pine pinus
pinus
pinus radiata
pipe
pipistrellus
pipistrellus pygmaeus
pisum
pitfal
pitfal pan
pitfal trap
place
placement
plain
plain buffer
plain landscap
plain new
plain north
plain veneto
plan
plan manag
plan reallot
planar
plant
plant anim
plant avail
plant biodivers
plant biomass
plant bird
plant border
plant buffer
plant bug
plant communiti
plant conserv
plant corn
plant cover
plant cultiv
plant densiti
plant divers
plant dure
plant examin
plant field
plant flower
plant forest
plant grass
plant grow
plant growth
plant hedgerow
plant high
plant influenc
plant invertebr
plant landscap
plant like
plant litter
plant locat
plant lower
plant margin
plant materi
plant mix
plant nativ
plant nitrogen
plant pine
plant popul
plant prairi
plant predomin
plant protect
plant provid
plant result
plant rich
plant riparian
plant row
plant sampl
plant select
plant shelter
plant shelterbelt
plant soil
plant space
plant speci
plant stand
plant strategi
plant studi
plant support
plant total
plant tree
plant uptak
plant use
plant water
plant weed
plantago
plantago lanceolata
plantat
platanus
plateau
play
play import
play key
play major
play role
pleas
pleas look
plot
plot amend
plot area
plot buffer
plot calibr
plot central
plot compar
plot construct
plot contain
plot control
plot convent
plot crop
plot cut
plot differ
plot dure
plot establish
plot examin
plot field
plot grass
plot hedg
plot includ
plot length
plot locat
plot long
plot manag
plot onli
plot overland
plot plot
plot provid
plot receiv
plot reduc
plot respect
plot runoff
plot sampl
plot scale
plot signific
plot similar
plot slope
plot soil
plot spray
plot start
plot studi
plot total
plot treat
plot wide
plot year
plough
plow
plus
plutella
plutella xylostella
poa
poa pratensi
pod
poecilus
poecilus cupreus
point
point count
point pastur
point sourc
point transect
point view
poisson
poisson regress
poland
poland shelterbelt
polici
polici agricultur
polici aim
polici mechan
pollen
pollen beetl
pollen donor
pollen nectar
pollenifer
pollenifer speci
pollin
pollin abund
pollin agricultur
pollin biolog
pollin insect
pollin popul
pollin servic
pollin visit
pollut
pollut agricultur
pollut come
pollut grass
pollut groundwat
pollut loss
pollut mitig
pollut nitrat
pollut npsp
pollut overland
pollut remov
pollut runoff
pollut surfac
pollutionsensit
polyacrylamid
polyacrylamid pam
polymeras
polymeras chain
polymorph
polyphag
polyphag predat
pom
pond
pool
pool divers
poor
poor known
poor studi
poor understood
poor water
pop
pop total
poplar
poplar populus
poplar stream
popul
popul agricultur
popul appear
popul benefici
popul breed
popul chang
popul declin
popul densiti
popul distribut
popul dynam
popul field
popul growth
popul habitat
popul increas
popul intens
popul larger
popul level
popul linyphiid
popul mani
popul monitor
popul natur
popul present
popul recoveri
popul requir
popul respons
popul result
popul size
popul speci
popul studi
popul surround
popul tenui
popul therefor
popul trend
popular
populationlevel
populus
populus deltoid
populus spp
por
pore
pore volum
poros
poros signific
porous
portion
pose
pose threat
posit
posit affect
posit annual
posit associ
posit correl
posit effect
posit field
posit impact
posit influenc
posit linear
posit negat
posit relat
posit relationship
posit respons
posit soil
possess
possibl
possibl effect
possibl reduc
post
post wire
postul
pot
potassium
potato
potato field
potenti
potenti approach
potenti barrier
potenti benefit
potenti conserv
potenti contribut
potenti denitrif
potenti divers
potenti effect
potenti field
potenti gradient
potenti gwws
potenti harm
potenti hedgerow
potenti import
potenti improv
potenti increas
potenti influenc
potenti manag
potenti mineraliz
potenti pest
potenti provid
potenti reduc
potenti sourc
potenti specif
potenti support
potenti toxic
potenti use
potenti weed
poultri
poultri litter
poultri manureamend
poultri product
poultri wast
power
ppm
practic
practic adjac
practic affect
practic benefici
practic bmp
practic bmps
practic compar
practic continu
practic control
practic decreas
practic design
practic differ
practic evalu
practic farmer
practic great
practic habitat
practic hedgerow
practic includ
practic increas
practic indic
practic intens
practic littl
practic local
practic manag
practic protect
practic provid
practic reduc
practic result
practic riparian
practic soil
practic standard
practic studi
practic survey
practic use
practic veget
prairi
prairi buffer
prairi filter
prairi flower
prairi strip
prairi veget
pratens
pratensi
precipit
precipit event
precis
predac
predaci
predat
predat abund
predat activ
predat aphid
predat carabid
predat cereal
predat colon
predat communiti
predat control
predat densiti
predat did
predat distribut
predat exclus
predat group
predat higher
predat highest
predat increas
predat invertebr
predat investig
predat isol
predat main
predat measur
predat nectar
predat parasitoid
predat play
predat popul
predat predat
predat pressur
predat rate
predat result
predat speci
predat spider
predat studi
predatori
predatori arthropod
predatori beetl
predatori insect
predatori mite
predatori phytophag
predatori speci
predict
predict annual
predict effect
predict habitat
predict investig
predict loss
predict model
predict power
predict runoff
predict transport
predict tree
predictor
predictor bird
predictor distribut
predomin
predomin factor
predomin speci
preexist
prefer
prefer crop
prefer field
prefer habitat
prefer hedgerow
prefer landus
prefer nest
prefer speci
prefer springsown
prefer territori
prefer woodland
preferenti
preferenti deposit
preferenti flow
preliminari
preliminari result
premis
prescrib
prescrib agrienviron
prescrib burn
prescript
presenc
presenc absenc
presenc altern
presenc boundari
presenc buffer
presenc eros
presenc field
presenc hedg
presenc hedgerow
presenc refug
presenc tree
presenc wide
presenceabs
present
present adjac
present averag
present data
present experiment
present grass
present landscap
present paper
present result
present sown
present studi
preserv
preserv enhanc
pressur
presum
prevail
prevail farm
prevail wind
preval
preval did
prevent
prevent access
prevent soil
previous
previous biolog
previous crop
previous research
previous studi
prey
prey avail
prey densiti
prey speci
price
primari
primari factor
primari object
primari parasitoid
primarili
primarili respons
primarili tall
prime
primula
primula vulgari
princ
princ edward
princip
princip compon
principl
prior
priori
prioriti
prioriti speci
privat
probabl
probabl becaus
problem
problem phosphorus
problem surfac
procedur
process
process affect
process differ
process govern
process includ
process nitrat
process occur
process riparian
produc
produc biomass
produc high
produc signific
product
product agricultur
product area
product atrazin
product control
product crop
product facil
product field
product high
product increas
product lower
product plant
product prevail
product studi
profil
profit
profound
program
program conserv
program like
program mark
program practic
programm
progress
prohibit
prohibit larg
project
project aim
prolong
prolong wet
promin
promis
promot
promot agrienviron
promot biodivers
promot establish
promot increas
promot infiltr
promot nativ
prone
pronounc
pronounc field
proper
proper design
proper manag
properti
properti overal
properti sampl
properti soil
proport
proport arabl
proport crop
proport noncrop
propos
propos altern
propos improv
protect
protect aquat
protect buffer
protect field
protect function
protect measur
protect shelterbelt
protect stream
protect surfac
protect water
protein
protocol
protozoa
prove
prove effect
proven
provid
provid access
provid addit
provid adequ
provid benefit
provid best
provid better
provid divers
provid ecolog
provid effect
provid evid
provid excel
provid farmer
provid financi
provid food
provid forag
provid good
provid greater
provid greatest
provid habitat
provid high
provid import
provid increas
provid insight
provid linear
provid littl
provid manag
provid multipl
provid natur
provid nest
provid onli
provid overwint
provid practic
provid protect
provid refug
provid replic
provid resourc
provid shelter
provid sourc
provid suitabl
provid tool
provid valuabl
provid weather
provid wildlif
provinc
provis
proxim
proxim landus
proxim woodland
prunella
prunella modulari
pterostichus
pterostichus melanarius
pterostichus niger
public
public abstract
public footpath
publicpdf
publicpdf filedissert
publish
publish estim
puls
purpos
purpos studi
putat
pygmaeus
pyrethroid
pyrethroid lambdacyhalothrin
pyri
pyronia
pyronia tithonus
quadrat
quail
qualit
qualiti
qualiti agricultur
qualiti benefit
qualiti best
qualiti butterfli
qualiti continu
qualiti data
qualiti degrad
qualiti discharg
qualiti ecolog
qualiti effect
qualiti enhanc
qualiti field
qualiti goal
qualiti habitat
qualiti herbag
qualiti impact
qualiti improv
qualiti indic
qualiti macroinvertebr
qualiti manag
qualiti measur
qualiti monitor
qualiti nest
qualiti object
qualiti paramet
qualiti patch
qualiti promot
qualiti runoff
qualiti standard
qualiti studi
qualiti variabl
qualiti water
qualiti watersh
qualiti wildlif
quantif
quantifi
quantifi effect
quantifi rate
quantifi relat
quantifi use
quantit
quantit food
quantiti
quantiti qualiti
que
quebec
quebec canada
queen
quel
quercus
quercus bicolor
quercus palustri
question
question doe
question effect
question regard
quick
quit
radiat
radiata
radii
radiotrack
radius
radius plot
rain
rain condit
rain event
rainfal
rainfal appli
rainfal condit
rainfal edgeoffield
rainfal event
rainfal intens
rainfal intercept
rainfal measur
rainfal simul
rainfal studi
rainfal use
rainfallinduc
rainfallinduc runoff
rainwat
rais
rais question
random
random block
random chosen
random sampl
random select
randomis
randomis block
randomis complet
rang
rang agricultur
rang field
rang filter
rang habitat
rang mean
rang plant
rang signific
rang similar
rang size
rang soil
rang speci
rank
rank follow
rank import
rapa
rape
rape brassica
rape crop
rape field
rape plant
rapid
rapid declin
rapid wherea
rare
rare evalu
rare plant
rare threaten
rarefact
rat
rate
rate abov
rate applic
rate calcul
rate did
rate direct
rate effluent
rate egg
rate field
rate gleam
rate higher
rate import
rate increas
rate inflow
rate measur
rate non
rate organ
rate parasit
rate pha
rate result
rate signific
rate soil
rate studi
rate total
rate transport
rate year
ratio
ratio buffer
ratio higher
ratio treatment
ratio water
ration
rational
rda
rdna
reach
reach adjac
reach catchment
reach indic
reach riparian
reach stream
reach surfac
reaction
reactiv
reactiv drp
reactiv phosphat
reactiv phosphorus
readili
real
realist
realiz
reallot
reallot programm
rear
reason
recaptur
receiv
receiv attent
receiv increas
receiv littl
receiv manur
receiv runoff
receiv swine
recent
recent chang
recent decad
recent establish
recent manag
recent research
recent year
recharg
reclaim
reclam
recogn
recognit
recolon
recommend
recommend averag
recommend includ
reconstruct
record
record dure
record field
record margin
record relat
record speci
record survey
recov
recoveri
recreat
recruit
recruit surviv
recycl
red
red clover
red list
red soil
redback
redback shrike
redistribut
redleg
redleg partridg
redroot
redroot pigwe
redtop
redtop agrosti
reduc
reduc abund
reduc agricultur
reduc annual
reduc biodivers
reduc buffer
reduc concentr
reduc contamin
reduc cumul
reduc damag
reduc deliveri
reduc dissolv
reduc electr
reduc environment
reduc eros
reduc export
reduc food
reduc groundwat
reduc habitat
reduc herbicid
reduc impact
reduc input
reduc load
reduc loss
reduc margin
reduc mass
reduc mean
reduc median
reduc negat
reduc nitrat
reduc non
reduc nonpoint
reduc nonpointsourc
reduc no–n
reduc number
reduc nutrient
reduc onli
reduc pass
reduc pesticid
reduc plant
reduc pollut
reduc potenti
reduc product
reduc respect
reduc risk
reduc runoff
reduc sediment
reduc signific
reduc size
reduc slope
reduc soil
reduc surfac
reduc surviv
reduc total
reduc transport
reduc water
reduc weed
reduct
reduct cane
reduct compar
reduct concentr
reduct denitrif
reduct effect
reduct export
reduct general
reduct mean
reduct nitrat
reduct nutrient
reduct occur
reduct runoff
reduct soil
reduct surfac
reduct total
redund
redund analysi
redwing
redwing blackbird
reed
reed bunt
reestablish
ref
ref treatment
refer
refer ref
refin
reflect
reflect differ
reflect effect
reform
refug
refug area
refug food
refug habitat
refug mani
refug strip
refugia
refugia mani
regard
regard hedgerow
regard major
regardless
regener
regener grass
regener natur
regener site
regim
regim disturb
regim includ
regim measur
regim remov
region
region central
region common
region intens
region iowa
region midwest
region midwestern
region northeast
region scale
region variabl
regist
regress
regress analys
regress analysi
regress model
regress result
regul
regul water
regular
regulatori
regulatori scheme
rehabilit
reintroduc
reintroduct
rejuven
relat
relat abund
relat age
relat bird
relat characterist
relat contribut
relat control
relat crop
relat distanc
relat distribut
relat effect
relat field
relat forest
relat habitat
relat hedgerow
relat high
relat import
relat landscap
relat larger
relat littl
relat long
relat low
relat method
relat presenc
relat reduct
relat resourc
relat short
relat simpl
relat small
relat spatial
relat speci
relat success
relat use
relat wind
relationship
relationship bird
relationship distanc
relationship habitat
relationship identifi
relationship landscap
relationship soil
relationship speci
relationship vari
releas
releas remm
relev
reli
remain
remain consist
remain constant
remain poor
remain relat
remain uncertain
remain unclear
remain unknown
remaind
remaind field
remedi
remington
remington farm
remm
remm assum
remm potenti
remm provid
remm use
remnant
remnant forest
remov
remov contamin
remov cropland
remov cut
remov effect
remov effici
remov excess
remov grass
remov hedgerow
remov increas
remov mechan
remov nitrat
remov nitrogen
remov plant
remov pollut
remov rate
remov riparian
remov sediment
remov surfac
remov water
renov
repeat
repel
repen
replac
replant
replic
replic experiment
replic field
replic organ
replic plot
replic studi
replic time
report
report field
report riparian
report studi
repres
repres measur
repres onli
repres total
repres valuabl
reproduc
reproduct
reproduct output
reproduct period
reproduct potenti
reproduct success
requir
requir achiev
requir addit
requir corn
requir determin
requir did
requir differ
requir ensur
requir period
requir protect
requir sustain
requir unrealist
research
research area
research conduct
research indic
research project
research requir
research shown
research station
research suggest
research summari
researchpdf
researchpdf file
reseed
resembl
reserv
reserv enhanc
reserv program
reservoir
reservoir ditch
reservoir weed
resid
resid time
residenti
residu
residu grass
residu incorpor
resist
resolut
resourc
resourc area
resourc avail
resourc benefici
resourc farmland
resourc greatest
resourc manag
resourc natur
resourc need
resourc parasitoid
resourc provid
resourc result
respect
respect addit
respect approxim
respect boundari
respect compar
respect differ
respect effect
respect field
respect grass
respect habitat
respect increas
respect indic
respect pastur
respect result
respect riparian
respect runoff
respect shelterbelt
respir
respond
respond differ
respond landscap
respond posit
respons
respons abund
respons field
respons group
respons increas
respons observ
respons plant
respons presenc
respons simul
respons strong
respons vari
respons variabl
rest
rest field
restitut
restor
restor design
restor effect
restor habitat
restor measur
restor natur
restor plant
restor popul
restor research
restor riparian
restor stream
restrict
result
result agricultur
result averag
result buffer
result clear
result compar
result confirm
result demonstr
result denitrificationproduc
result differ
result discuss
result divers
result emphas
result field
result greater
result habitat
result hedgerow
result higher
result highlight
result import
result increas
result indic
result intensifi
result interact
result lead
result limit
result manag
result measur
result note
result obtain
result occurr
result point
result present
result provid
result reduc
result remov
result reveal
result sediment
result signific
result studi
result substanti
result suggest
result support
result veri
result year
resultat
resurg
retain
retain import
retain nutrient
retent
retent capac
retent effici
retent hedgerow
retent sediment
retent soil
reticulatum
retroflexus
return
return period
reveal
reveal signific
reveget
revenu
revers
revers declin
review
reward
rewet
rewet soil
rhinolophus
rice
rice field
rich
rich abund
rich adjac
rich arthropod
rich beetl
rich bird
rich bumbl
rich bumblebe
rich butterfli
rich carabid
rich composit
rich cover
rich declin
rich densiti
rich depend
rich did
rich differ
rich divers
rich ecolog
rich effect
rich fenc
rich field
rich forb
rich function
rich grassland
rich greatest
rich guild
rich habitat
rich hedgerow
rich high
rich higher
rich increas
rich influenc
rich limit
rich manag
rich measur
rich onli
rich organ
rich plant
rich posit
rich predatori
rich preval
rich relat
rich signific
rich similar
rich site
rich speci
rich spider
rich strip
rich studi
rich total
rich veget
richer
right
right reserv
rill
rill eros
ring
riparian
riparian area
riparian buffer
riparian condit
riparian conserv
riparian corridor
riparian ecosystem
riparian fenc
riparian filterstrip
riparian forest
riparian habitat
riparian land
riparian landus
riparian manag
riparian plant
riparian restor
riparian site
riparian soil
riparian speci
riparian strip
riparian tree
riparian veget
riparian wood
riparian woodland
riparian zone
rise
risk
risk assess
risk base
risk contamin
risk mitig
risk pose
river
river basin
river catchment
river channel
river pond
river studi
river water
river watersh
river wye
road
road verg
roadsid
robin
robust
rodent
role
role biolog
role conserv
role determin
role differ
role habitat
role hedg
role hedgerow
role maintain
role overwint
role riparian
role soil
role veget
roost
root
root biomass
root develop
root zone
rosa
rose
rotat
rotat graze
rotat increas
rotat intens
rotat pastur
rotate
rotate continu
rotate graze
rotav
roth
roth brome
rough
round
routin
row
row border
row buffer
row crop
row follow
row grass
row hybrid
row row
row shelterbelt
row tree
rowcrop
rowcrop agricultur
rowcrop field
rrna
rrna gene
rsquar
rsquar valu
rubidium
rubra
rubra plant
rubus
ruder
rufip
run
run boundari
runoff
runoff agricultur
runoff area
runoff caus
runoff collect
runoff compar
runoff concentr
runoff condit
runoff contamin
runoff cultiv
runoff decreas
runoff depth
runoff dure
runoff effect
runoff evalu
runoff event
runoff experi
runoff fecal
runoff field
runoff filter
runoff flow
runoff generat
runoff grass
runoff greater
runoff herbicid
runoff howev
runoff increas
runoff land
runoff load
runoff loss
runoff manur
runoff measur
runoff monitor
runoff nutrient
runoff occur
runoff percol
runoff plot
runoff potenti
runoff process
runoff produc
runoff promot
runoff rang
runoff rate
runoff reduc
runoff reduct
runoff respect
runoff result
runoff sampl
runoff sediment
runoff shallow
runoff simul
runoff soil
runoff sourc
runoff strip
runoff studi
runoff subsurfac
runoff total
runoff use
runoff veget
runoff volum
runoff water
rural
rural area
rural develop
rural landscap
russian
rye
rye field
ryegrass
salin
salmonid
salmonid fish
salt
salvia
sampl
sampl analyz
sampl area
sampl bird
sampl collect
sampl conduct
sampl crop
sampl date
sampl differ
sampl field
sampl grid
sampl hedgerow
sampl locat
sampl method
sampl occas
sampl period
sampl pitfal
sampl plot
sampl point
sampl protocol
sampl requir
sampl site
sampl size
sampl small
sampl soil
sampl squar
sampl taken
sampl techniqu
sampl test
sampl time
sampl tree
sampl twice
sampl type
sampl use
sampl week
sampl year
sampler
sand
sand content
sandi
sandi loam
sandi soil
sandwichensi
sap
saskatchewan
sat
satiat
satiat individu
satiat state
satisfi
satisfi limit
sativa
satur
satur hydraul
savannah
savannah passerculus
savannarum
save
saw
say
scale
scale conserv
scale habitat
scale howev
scale landscap
scale like
scale locat
scale low
scale maxim
scale need
scale radii
scale result
scale studi
scale suggest
scale use
scale variabl
scarc
scarc occurr
scarciti
scarif
scarif graminicid
scarif treatment
scarifi
scarifi plot
scenario
scenic
scenic beauti
scheme
scheme ae
scheme aim
scheme conserv
scheme design
scheme el
scheme england
scheme essenti
scheme europ
scheme european
scheme howev
scheme intend
scheme littl
scheme manag
scheme option
scheme requir
scheme scheme
scheme target
scheme test
scholten
schreb
schreb plot
scienc
scientif
score
score good
scotland
scottish
screen
scrofa
scrofa wastewat
scrub
search
season
season addit
season allow
season chang
season dynam
season field
season fluctuat
season grass
season higher
season measur
season natur
season pattern
season present
season signific
season variabl
season variat
season wildflow
season year
secal
second
second grow
second import
second studi
second year
secondari
secondari import
section
sector
secur
sediment
sediment accumul
sediment agricultur
sediment associ
sediment buffer
sediment collect
sediment concentr
sediment decreas
sediment deliveri
sediment deposit
sediment export
sediment filter
sediment ha−
sediment increas
sediment input
sediment leachat
sediment load
sediment loss
sediment mass
sediment mop
sediment nitrogen
sediment nutrient
sediment phosphorus
sediment pollut
sediment remov
sediment retent
sediment runoff
sediment sampl
sediment sedimentbound
sediment sink
sediment stream
sediment total
sediment trap
sedimentbound
sedimentbound nutrient
seed
seed bank
seed dispers
seed loss
seed mix
seed mixtur
seed predat
seed product
seed remov
seed sourc
seed weight
seed wildflow
seedbank
seedl
seedl emerg
seedl tree
seen
seepag
segment
segreg
seldom
select
select analys
select becaus
select breed
select field
select flower
select forag
select graminicid
select pair
select spatial
select studi
select veget
semiarid
semiclausum
seminatur
seminatur area
seminatur field
seminatur grassland
seminatur habitat
seminatur veget
sens
sensit
separ
separ accord
separ habitat
septemb
septemb field
septemb plot
sequenc
sequestr
sequestr verif
seri
seri field
serv
serv control
servic
servic alter
servic biolog
servic especi
servic includ
servic pollin
servic provid
set
set asid
set landscap
setasid
setasid crop
setasid grass
settl
settl infiltr
setup
seven
seven site
seven speci
seven time
seven year
seventi
sever
sever aphid
sever day
sever declin
sever year
sex
shade
shadetoler
shallow
shallow ground
shallow groundwat
shannon
shannon index
shape
share
sharpli
sharpli decreas
sheep
sheet
sheet flow
shelter
shelter area
shelter belt
shelter effect
shelter open
shelter wind
shelter zone
shelterbelt
shelterbelt adjac
shelterbelt area
shelterbelt associ
shelterbelt biogeochem
shelterbelt common
shelterbelt contribut
shelterbelt design
shelterbelt did
shelterbelt differ
shelterbelt domin
shelterbelt field
shelterbelt import
shelterbelt increas
shelterbelt indic
shelterbelt influenc
shelterbelt isol
shelterbelt mean
shelterbelt near
shelterbelt pastur
shelterbelt plant
shelterbelt shelterbelt
shelterbelt small
shelterbelt soil
shelterbelt speci
shelterbelt studi
shelterbelt use
shelterbelt yahner
shift
shift speci
shoot
shorebird
short
short distanc
short disturb
short filter
short term
short time
shorter
shorter distanc
shorter filter
shortertongu
shortertongu bombus
shortpdf
shortpdf file
shortterm
shortterm effect
shortterm experi
shown
shown benefit
shown higher
shown increas
shown reduc
shown respond
shrew
shrew sorex
shrike
shrike lanius
shrike posit
shrub
shrub cover
shrub grass
shrub new
shrub plant
shrub speci
shrub strata
shrub tree
shrub volum
shrubbi
sideeffect
sign
signifi
signific
signific abund
signific affect
signific age
signific alter
signific associ
signific better
signific bse
signific buffer
signific correl
signific crop
signific decreas
signific differ
signific effect
signific enhanc
signific explain
signific factor
signific fewer
signific field
signific greater
signific habitat
signific higher
signific impact
signific increas
signific individu
signific influenc
signific interact
signific level
signific lower
signific negat
signific number
signific onli
signific overal
signific portion
signific posit
signific predictor
signific reduc
signific reduct
signific relat
signific relationship
signific result
signific richer
signific root
signific sediment
signific speci
signific treatment
signific βglucosidas
silag
silt
silt loam
silti
silti clay
silver
silver mapl
similar
similar activ
similar composit
similar crop
similar divers
similar grass
similar habitat
similar linear
similar measur
similar pattern
similar plot
similar result
similar sown
similar speci
similar spring
similar trend
similar valu
simpl
simpl landscap
simpl measur
simpl mix
simpli
simplifi
simplifi landscap
simul
simul annual
simul effect
simul experi
simul flow
simul model
simul rain
simul rainfal
simul runoff
simul storm
simul suggest
simul use
simultan
simultan investig
sinapi
sinc
sinc applic
sinc disturb
sinc speci
singl
singl row
singl runoff
singl speci
singlerow
sink
sistema
site
site adjac
site agricultur
site assess
site averag
site bse
site buffer
site character
site compar
site concentr
site condit
site consid
site cover
site crop
site cultiv
site differ
site dure
site farm
site field
site greater
site greatest
site hedgerow
site includ
site increas
site indic
site influenc
site land
site landscap
site level
site locat
site major
site mean
site monitor
site northern
site onli
site posit
site protect
site receiv
site refer
site result
site riparian
site sampl
site scale
site select
site signific
site site
site soil
site sourc
site southern
site speci
site syrphid
site type
site use
site veget
site water
site year
sitespecif
sitobion
sitobion avena
situ
situ cut
situat
sixteen
sixti
size
size carbon
size distribut
size field
size filter
size increas
size low
size rang
size shape
size signific
size surround
size veget
skew
skylark
skylark alauda
skylark prefer
skylark territori
slake
slight
slight decreas
slight higher
slight increas
slight lower
slope
slope field
slope filter
slope land
slope length
slope rang
slope soil
slope type
slope unit
slope veget
slow
slowli
slug
slug damag
slug speci
slurri
slurri appli
slurri applic
slurri contain
slurri inorgan
slurri plot
slurryamend
small
small agricultur
small area
small catchment
small field
small fragment
small habitat
small landscap
small mammal
small manur
small number
small proport
small rodent
small scale
small size
small water
small watersh
small wood
smaller
smaller buffer
smaller crop
smaller effect
smaller sampl
smallest
smallmamm
smallmamm communiti
smallscal
smectit
smectit mesic
smith
smith nation
smith scholten
smooth
smooth brome
smz
snow
snow reduc
snowmelt
soc
soc total
social
societi
socioeconom
sodium
softwar
soil
soil aggreg
soil arthropod
soil averag
soil biolog
soil carbon
soil character
soil characterist
soil climat
soil collect
soil column
soil concentr
soil condit
soil conserv
soil control
soil core
soil cover
soil crop
soil decreas
soil degrad
soil depth
soil differ
soil disturb
soil environment
soil enzym
soil eros
soil especi
soil evalu
soil exhibit
soil fauna
soil fertil
soil forest
soil function
soil grass
soil groundwat
soil high
soil higher
soil highest
soil horizon
soil howev
soil hydraul
soil layer
soil locat
soil loss
soil low
soil macrofauna
soil manag
soil matrix
soil measur
soil microbi
soil miner
soil moistur
soil near
soil nitrat
soil nutrient
soil organ
soil overal
soil particl
soil perenni
soil phosphorus
soil physic
soil plant
soil plot
soil poros
soil process
soil profil
soil properti
soil qualiti
soil rang
soil reduc
soil region
soil result
soil rewet
soil riparian
soil sampl
soil scienc
soil sediment
soil seri
soil shelterbelt
soil signific
soil site
soil slope
soil soil
soil solut
soil spatial
soil stabil
soil stock
soil structur
soil studi
soil surfac
soil temperatur
soil textur
soil total
soil transform
soil treatment
soil tree
soil type
soil use
soil veget
soil volum
soil water
soil wind
soil wood
soil year
soilwat
soilwat infiltr
sole
solenopsi
solid
solid nutrient
solid tss
solitari
solitari bee
solubl
solubl nutrient
solubl phosphorus
solubl reactiv
solut
sometim
somewhat
somewhat greater
sonchus
song
song melospiza
song thrush
songbird
songbird narrow
soon
sooner
sorb
sorex
sorex araneus
sorex cinereus
sorghum
sorghum bicolor
sorghum sorghum
sorption
sorption coeffici
sorption soil
sourc
sourc area
sourc corridor
sourc food
sourc habitat
sourc manag
sourc nectar
sourc nps
sourc pollut
sourc popul
sourc requir
sourc sediment
sourc speci
sourc use
south
south germani
southcentr
southcentr british
southeast
southeast ireland
southeast nebraska
southeastern
southeastern coastal
southeastern franc
southeastern unit
southern
southern england
southern finland
southern georgia
southern illinoi
southern ontario
southern quebec
southern sweden
southwest
southwest england
southwest germani
southwestern
southwestern finland
southwestern wisconsin
sow
sow control
sow grass
sow mixtur
sow wildflow
sown
