Item.ID,Short.Title,Title.x,Year,Period,Google.Scholar.link,Vegetated.strip.description.info,Nation,Study.country,Study.location,Latitude,Longitude,all_outcomes_subcat,all_outcomes_group,Observational,Manipulative,Study.length..years.,Time.since.intervention..years.,Plot.scale,Field.scale,Farm.scale,Catchment.scale,Regional.scale,Not.described,Q1,Q2,Q3,Q4,Not.described.2,Conventional,Organic,Not.described.3,Livestock,Livestock.info,Cropped.fields..arable.,Cropped.fields..arable..info,Horticulture,Horticulture.info,Viticulture,Viticulture.info,Fruit..orchard.,Fruit..orchard..info,Grassland,Grassland.info,Other..please.specify.,Other..please.specify..2,Not.described.4,Not.described.info,Grasses,Grasses.info,Wildflowers,Wildflowers.info,Shrubs,Shrubs2,Hedgerow,Hedgerow.info,Trees,Trees.info,Other..please.specify..3,Other..please.specify..info,Not.described.5,Not.described.info.2,Within.field,Field.edge,Riparian,Not.described.6,Unmanaged,Unmanaged.info,Soil.amendment,Soil.amendment.info,Soil.disturbed,Soil.disturbed.info,Cut,Cut.info,Grazed,Grazed.info,Harvested,Harvested.info,Sown.planted,Sown.planted.info,Pesticide,Pesticide.info,Managed..other.,Managed..other..info,Not.described.7,Not.described.info.3,Strip.presence,Strip.presence.info,Strip.location,Strip.location.info,Strip.type..dimension.,Strip.type..dimension..info,Strip.type..structure.,Strip.type..structure..info,Strip.management,Strip.management.info,Vegetation.type,Vegetation.type.info,Response.to.management,Response.to.management.info,Other..please.specify..4,Other..please.specify..info.2,Transect.into.field.across.vegetative.strip,Transect.into.field.across.vegetative.strip.info,Not.described.8,Not.described.info.4,Biodiversity..aquatic.,Biodiversity..aquatic..info,Biodiversity..semi.aquatic.,Biodiversity..semi.aquatic..info,Biodiversity..terrestrial.,Biodiversity..terrestrial..info,Pollination,Pollination.info,Game.species,Game.species.info,Pest.control,Pest.control.info,Nutrients.N,Nutrients.N.info,Nutrients.P,Nutrients.P.info,Soil.loss.retention,Soil.loss.retention.info,Soil.sediment..chemical..not.N.P.,Soil.sediment..chemical..not.N.P..info,Water.chemistry.quality..not.N.P.,Water.chemistry.quality..not.N.P..info,Soil.sediment..physical.,Soil.sediment..physical..info,Water.loss.retention,Water.loss.retention.info,Economic..farming.,Economic..farming..info,GHGs,GHGs.info,Pesticides,Pesticides.info,Toxins,Toxins.info,Wind,Wind.info,GM.pollen,GM.pollen.info,Crop.yield.farming.outputs,Crop.yield.farming.outputs.info,Social,Social.info,Recreation,Recreation.info,Other..please.specify..5,Other..please.specify..info.3,Pathogens,Pathogens.info,Non.crop.yield,Non.crop.yield.info,Light,Light.info,Physical.habitat,Physical.habitat.info,Climate.microclimate,Climate.microclimate.info,Microbes,Microbes.info,Organism.physiology.condition,Organism.physiology.condition.info,Food,Fresh.water,Fibre.and.fuel,Biochemical.products,Genetic.materials,Climate.regulation,Hydrological.regimes,Pollution.control,Erosion.protection,Natural.hazards,Pest.regulation,Nutrient.cycling,Spiritual.and.inspirational,Recreational,Aesthetic,Educational,Biodiversity,Pollination2,Soil.formation,Comments,lensID,Title.y,data.abstract,distance
27990232,Räsänen (2013),a synthesis report on implementation of ipm and demonstrating the aquatic risks of plant protection products on a nordic-baltic scale,2013,2010-2014,http://scholar.google.co.uk/scholar?q=A+synthesis+report+on+implementation+of+IPM+and+demonstrating+the+aquatic+risks+of+plant+protection+&btnG=&hl=en&as_sdt=0%2C5,Buffer strip,Finland,Finland,"Lintupaji, Jokioinen (60 47.666 N, 23 27.261 E)",60.794433,23.45435,Pesticides,Pollution,,Manipulative,<1,Not stated,Plot scale,,,,,,,,,Q4,,Conventional,,,,,Cropped fields (arable),Barley,,,,NA,,,,,,,,,Grasses,,,,,,,,,,Other (please specify),"""Vegetated buffer strip""",,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,Strip presence,With versus without strip,,,,,,,,,Vegetation type,"Grass buffer strip versus ""vegetated"" buffer strip (no further details)",,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pesticides,Glyphosate and AMPA (degradation product of glyphosate) in runoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,Pollution control,,,,,,,,NA,,,,,050-919-262-884-000,a synthesis report on implementation of ipm and demonstrating the aquatic risks of plant protection products on a nordic-baltic scale,NA,0
27990224,Rahman (2014),a wooded riparian strip set up for nitrogen removal can affect the water flux microbial composition,2014,2010-2014,http://scholar.google.co.uk/scholar?q=A+wooded+riparian+strip+set+up+for+nitrogen+removal+can+affect+the+water+flux+microbial+composition&btnG=&hl=en&as_sdt=0%2C5,Riparian strip,Italy,Italy,15km west of Venice,45.458493,12.168052,Microbes,Pollution,,Manipulative,<1,Not stated,Plot scale,,,,,,Q1,Q2,Q3,,,,,Not described,,,,,,,,NA,,,,,,,Not described,,,,,,Shrubs,,,,Trees,,,,,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microbes,Bacterial abundance and diversity,,,,,,NA,,,,,,,,,,,,NA,Biodiversity,,Soil formation,,008-125-115-932-511,a wooded riparian strip set up for nitrogen removal can affect the water flux microbial composition,"This research is part of a project aimed at verifying the potential of a specifically assessed wooded riparian zone in removing excess of combined nitrogen from the Zero river flow for the reduction of nutrient input into Venice Lagoon. Specific objectives were pursued to determine seasonal fluctuations of the microbial populations from the input water to a drainage ditch, conveying back the flux into the river after passing through the soil of the wooded riparian strip. The bacterial communities were determined by combined approaches involving cultivation, microscopic methods and DNA based techniques to determine both culturable and total microbial community in water. The results indicate that the size of the bacterial population, including the culturable fraction, increases from the river to the drainage ditch especially on the warm season. The multiple approach here adopted enabled also to demonstrate that the special condition created in the buffer strip supports the development and the metabolism of the microbial community. The nature of the bacterial population, in terms of phylotypes distribution, was investigated by 16S rDNA analysis indicating that the most represented genera belong to Gamma-proteobacteria, which is known to include an exceeding number of important pathogens. In spring, the effect of the buffer strip seems to significantly reduce such a sub-population. The changes observed for the total bacterial community composition become much evident in summer, as revealed by both denaturing gradient gel electrophoresis cluster analysis and by the diversity index calculation. The hydraulic management coupled to the suspension of farming practices and the development of the woody and herbaceous vegetation resulted in a condition suitable for the containment of undesired microbiota (mainly during the spring season) while continuing to support denitrification activity (especially throughout the summer) as verified by the total nitrogen removal.",0
21568434,Follain (2009),a-horizon dynamics in a historical hedged landscape,2009,2005-2009,http://scholar.google.co.uk/scholar?q=A-horizon+dynamics+in+a+historical+hedged+landscape&btnG=&hl=en&as_sdt=0%2C5,hedgerow,France,France,"Montours, Brittany (4826 N, 0119 W)",48.433333,-1.316664,Soil/sediment (physical),Soil physical,Observational,,Not stated,Not stated,,,,,Regional scale,,,,,,Not described,,,Not described,,,,,,,,NA,,,,,,,Not described,,,,,,,,Hedgerow,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,Uphill of hedge vs hedge,,NA,,,,,,,,,,,,,,,,,,,,,,,Soil/sediment (physical),Soil organo-mineral horizon geometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,Soil formation,,176-741-497-170-524,a-horizon dynamics in a historical hedged landscape,NA,0
20641469,Blattel (2005),abatement of ground water phosphate in giant cane and forest riparian buffers,2005,2005-2009,http://scholar.google.co.uk/scholar?q=Abatement+of+ground+water+phosphate+in+giant+cane+and+forest+riparian+buffers&btnG=&hl=en&as_sdt=0%2C5,Riparian buffer,USA,"Illinois, USA","Big Creek (37 24 37 N, 89 9 15 W), Cypress Creek (37 24 57 N, 89 4 58 W), and the Cache River (37 16 29 N, 89 10 26 W), Illinois",37.262408,-89.136225,Nutrients P;Water chemistry/quality (not N/P),Soil chemistry;Soil chemistry,Observational,,1,Not stated,,,,,Regional scale,,,Q2,,,,,,Not described,,,Cropped fields (arable),"Zea mays, Glycine max",,,,NA,,,,,,,,,Grasses,Giant cane,,,,,,,Trees,Hardwood trees,,,,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,Vegetation type,Giant cane and hardwood forest,,,,,,,,NA,,,,,,,,,,,,,,,Nutrients P,Groundwater phosphate,,,,,Water chemistry/quality (not N/P),Groundwater chloride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,Pollution control,,,,Nutrient cycling,,,,NA,,,,,039-197-226-828-079,abatement of ground water phosphate in giant cane and forest riparian buffers,"Forest and grass riparian buffers have been shown to be effective best management practices for controlling nonpoint source pollution. However, little research has been conducted on giant cane [Arundinaria gigantea (Walt. Muhl.)], a formerly common bamboo species, native to the lower midwestern and southeastern United States, and its ability to reduce nutrient loads to streams. From May 2002 through May 2003, orthophosphate or dissolved reactive phosphate (DRP) concentrations in ground water were measured at successive distances from the field edge through 12 m of riparian buffers of both giant cane and mixed hardwood forest along three streams draining agricultural land in the Cache River watershed in southern Illinois. Giant cane and mixed hardwood forest did not differ in their DRP sequestration abilities. Ground water DRP concentrations were significantly reduced (14 percent) in the first 1.5 m of the buffers, and there was an overall 28 percent reduction in DRP concentration by 12 m from the field edge. The relatively low DRP reductions compared to other studies could be attributed to high DRP input levels, narrow (12 m) buffer lengths, and/or mature (28 to 48 year old) riparian vegetation.",0
20641475,Borin (2002),abatement of no3-n concentration in agricultural waters by narrow buffer strips,2002,2000-2004,http://scholar.google.co.uk/scholar?q=Abatement+of+NO3-N+concentration+in+agricultural+waters+by+narrow+buffer+strips&btnG=&hl=en&as_sdt=0%2C5,Riparian buffer,Italy,Italy,Venice,45.448303,12.317492,Nutrients N,Soil chemistry,Observational,,2,Not stated,Plot scale,,,,,,Q1,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),"Soybean, maize, winter wheat",,,,NA,,,,,,,,,Grasses,,,,,,,,Trees,"Acer campestre, Alnus glutinosa, Cornus sanguinea, Crataegus monogyna, Euonymus europaeus, Frangula alnus, Fraxinus angustifolia, Prunus spinosa, Rhamnus cathartica, Salix alba, Sambucus nigra",,,,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,,,NA,,,,,,,,,,,,,Nutrients N,Groundwater nitrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fresh water,,NA,,,,Pollution control,,,,Nutrient cycling,,,,NA,,,,,008-467-759-539-985,abatement of no3-n concentration in agricultural waters by narrow buffer strips.,NA,1
20641895,Knight (2010),"ability of remnant riparian forests, with and without grass filters, to buffer concentrated surface runoff",2010,2010-2014,"http://scholar.google.co.uk/scholar?q=Ability+of+Remnant+Riparian+Forests,+With+and+Without+Grass+Filters,+to+Buffer+Concentrated+Surface+&btnG=&hl=en&as_sdt=0%2C5","Grass filter, riparian forest",USA,"Missouri, USA","Mark Twain Lake ⁄ Salt River watershed in Shelby, Monroe, and Audrain counties ",39.509256,-91.768485,Soil loss/retention;Non-crop yield,Soil physical;Human use,Observational,,<1,Not stated,,,,Catchment scale,,,,,Q3,Q4,,,,Not described,,,Cropped fields (arable),,,,,NA,,,,,,,,,Grasses,,,,,,,,Trees,,,,,,,,Riparian,,,,,,,,,,,,,,Sown/planted,,,,,,,,,,,,,,,,,,Vegetation type,Trees vs trees and cool-season grasse filters,,,,,,,,NA,,,,,,,,,,,,,,,,,Soil loss/retention,Soil movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-crop yield,Mean dry weight of ground layer vegetation in buffer,,,,,,,,,,,,,Fibre and fuel,NA,,,,Pollution control,Erosion protection,,,,,,,NA,,,,,109-858-282-831-697,"ability of remnant riparian forests, with and without grass filters, to buffer concentrated surface runoff","Knight, Kris W., Richard C. Schultz, Cathy M. Mabry, and Thomas M. Isenhart, 2010. Ability of Remnant Riparian Forests, With and Without Grass Filters, to Buffer Concentrated Surface Runoff. Journal of the American Water Resources Association (JAWRA) 46(2):311-322. DOI: 10.1111/j.1752-1688.2010.00422.x



Abstract:  Riparian forest buffers established according to accepted conservation practice standards have been recommended as one of the most effective tools for mitigating nonpoint source pollution. The midwestern United States is characterized by many kilometers of narrow, naturally occurring forests along streams. However, little is known about the relative effectiveness of these remnant forests compared with these newly established buffers. This study compared the ability of naturally occurring remnant forests with and without adjacent planted grass filters to buffer concentrated flow paths (CFPs) originating in crop fields along first- and second-order streams in three northeast Missouri watersheds. Remnant forests breached by runoff through CFPs were narrower than those that dispersed 100% of the CFPs. Remnant forests with adjacent grass buffers were nearly twice the width as those without grass filters. We also found that CFPs, which developed within remnant forests and at the base of in-field grass waterways, were potential sources of sediments to streams. Methods to mitigate these CFPs warrant further investigation. Our study suggests that although these natural remnant forests provide substantial buffering capacity, both improved management and/or the addition of an adjacent grass filter would improve water quality by reducing sediment loss to streams. Inferences can be used to inform the design and management of similar conservation buffer systems within the region.",0
20642398,Thomas (1992),abiotic and biotic factors influencing the winter distribution of predatory insects,1992,1990-1994,http://scholar.google.co.uk/scholar?q=ABIOTIC+AND+BIOTIC+FACTORS+INFLUENCING+THE+WINTER+DISTRIBUTION+OF+PREDATORY+INSECTS&btnG=&hl=en&as_sdt=0%2C5,Within-field ridge,UK,UK,Not stated,52.831319,-1.770154,Biodiversity (terrestrial);Pest control;Climate/microclimate,Biodiversity;Human use;Ecosystem functioning,,Manipulative,2,Not stated,Plot scale,Field scale,,,,,Q1,,,Q4,,,,Not described,,,Cropped fields (arable),Winter wheat,,,,NA,,,,,,,,,Grasses,,,,,,,,,,,,,,Within field,,,,,,,,,,,,,,,,Sown/planted,,,,,,,,,,,,,,,,,,Vegetation type,"""(1) Dactylis glomerata L. (cocksfoot), (2) Lolium perenne L. (perennial rye-grass), (3) Agrostis stolonifera L. (creeping bent), (4) Holcus lanatus L. (Yorkshire fog), (5) mixture of three species (A. stolonifera absent), (6) mixture of four species, (7) bare ground control""",,,,,,,,NA,,,,,Biodiversity (terrestrial),"Plant biomass, predatory insect abundance",,,,,Pest control,Predatory insect abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Climate/microclimate,Temperature,,,,,,,,NA,,Climate regulation,,,,,Pest regulation,,,,,NA,Biodiversity,,,,031-196-690-138-033,abiotic and biotic factors influencing the winter distribution of predatory insects.,"Various environmental factors were investigated to analyse those involved in successful overwintering and possibly overwintering site selection for Tachyporus hypnorum and Demetrias atricapillus, both important coleopteran predators of cereal aphids. The results of the study indicated food supply to be important for both predator species during the winter period, although the role of biotic factors in site selection in the autumn could not be clearly demonstrated. The winter distribution of the two species could, however, be explained well in terms of abiotic factors. It is suggested that these and other similar predator species have well-defined overwintering requirements and that these can be exploited in the management of field boundary habitats.",1
20642021,Martini (2015),absence of windbreaks and replanting citrus in solid sets increase density of asian citrus psyllid populations,2015,2015-2016,http://scholar.google.co.uk/scholar?q=Absence+of+windbreaks+and+replanting+citrus+in+solid+sets+increase+density+of+Asian+citrus+psyllid+p&btnG=&hl=en&as_sdt=0%2C5,Windbreak,USA,"Florida, USA","Uncle Matt’s Organic Citrus Grove and Peach Orchard, Clermont , Water Conserv II, Winter Garden",28.545134,-81.726454,Pest control,Human use,Observational,,Not stated,Not stated,,Field scale,,,,,,Q2,Q3,,,,,Not described,,,,,,,,NA,Fruit (orchard),Citrus orchard,,,,,,,,,,,,,,,Trees,Cadaghi trees (Eucalyptus torelliana) or longleaf pine (Pinus palustris),,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,Strip presence,WIth windbreak vs without windbreak,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,Pest control,Average number of Diaphorina citri predators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,Pest regulation,,,,,NA,Biodiversity,,,,158-767-540-849-130,absence of windbreaks and replanting citrus in solid sets increase density of asian citrus psyllid populations,NA,0
20642361,Sullivan (2012),abundance and diversity of small mammals in response to various linear habitats in semi-arid agricultural landscapes,2012,2010-2014,http://scholar.google.co.uk/scholar?q=Abundance+and+diversity+of+small+mammals+in+response+to+various+linear+habitats+in+semi-arid+agricul&btnG=&hl=en&as_sdt=0%2C5,"Hedgerow, field margin",Canada,"British Columbia, Canada","Pacific Agri-Food Research Centre (Study B), in the Okanagan Valley near Summerland (49 34N, 119 40W)",49.566667,-119.666667,Biodiversity (terrestrial),Biodiversity,Observational,,4,Not stated,,,,,Regional scale,,,Q2,Q3,Q4,,Conventional,,,,,,,Horticulture,Apple,,NA,,,,,,,,,Grasses,"orchard grass (Dactylis glomerata L.), annual blue-grass (Poa annua L.), and perennial ryegrass (Lolium perenne L.), crested wheatgrass (Agropyron cristatum L.), quack grass (Agropyron repens L.), L.), Kentucky bluegrass (Poa pratensis L.), bluebunch wheatgrass (Agropyron spicatum (Pursh) Scribn. & Smith),",,,Shrubs,big sagebrush and rabbit-brush.,Hedgerow,,Trees,,Other (please specify),"Herbs: mountain brome (Bromus marginatus Nees ex Steud.), common dandelion (Taraxacum officinale Weber), white clover (Trifolium repens L.), shepherd’s purse (Capsella bursa-pastoris), downy brome (Bromus tectorum alfalfa (Medicago sylvatica L.), diffuse knapweed (Centaurea diffusa Lam.), yellow salsify (Tragopogon dubius Scop.), flixweed (Descurainia sophia (L.) Webb), tall tumble-mustard (Sisymbrium altissimum L.), and Loesel’s tumblemustard (Sisymbrium loeselii L.). arrowleaved balsamroot (Balsamorhiza sagittata Nels & Macbr.),",,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,Other (please specify),"Surrounding land use: orchard, orchard and old field, orchard and pine forest, orchard and sagebrush, orchard and old field/fencerow",,,,NA,,,,,Biodiversity (terrestrial),"Abundance, species richness, species diversity and structural diversity of herbs, shrubs, trees and all plants; abundance species diversity and species richness of small mammals (and for Perognathus parvus and Reithrodontomys megalotis)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,Biodiversity,,,,020-544-650-878-888,abundance and diversity of small mammals in response to various linear habitats in semi-arid agricultural landscapes,NA,0
20642027,Mbuthia (2012),"abundance and diversity of soil arthropods and fungi in shelterbelts integrated with pastures in the central tablelands of new south wales, australia",2012,2010-2014,http://scholar.google.co.uk/scholar?q=Abundance+and+diversity+of+soil+arthropods+and+fungi+in+shelterbelts+integrated+with+pastures+in+the&btnG=&hl=en&as_sdt=0%2C5,Shelterbelt,Australia,"New South Wales, Australia","Leeds Parade, College 4, and Weston 1 shelterbelts; Orange campus farm of Charles Sturt University (33 15 S, 149 07 E)",-33.25,149.116667,Biodiversity (terrestrial),Biodiversity,Observational,,<1,11,,Field scale,,,,,,Q2,Q3,,,,,Not described,Livestock,,,,,,,NA,,,,,,,,,,,,,,,,,Trees,,,,,,,Field edge,,,,,,,,,,,,,,,Sown/planted,,,,,,,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,,,NA,,,,,Biodiversity (terrestrial),"Arthropod diversity and abundance, fungal diversity and abundance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,Biodiversity,,,,062-420-815-021-292,"abundance and diversity of soil arthropods and fungi in shelterbelts integrated with pastures in the central tablelands of new south wales, australia.","Shelterbelts are important for the sustainability of agriculture because they provide a variety of benefits to farmers and the society. Several published papers demonstrate that integration of shelterbelts with agroecosystems offers positive outcomes, such as better yield, more congenial microclimate, and greater organic matter levels. None- theless, soil biological diversity, the driver of greater organic matter levels, has not been convincingly tested and veri- fied yet. In addressing this gap, we measured abundance and diversity of populations of arthropods and fungi in three 11-year old shelterbelts integrated with pasture to determine whether a correlation exists between the abundance of and diversity in populations of arthropods and fungi in two seasons: late autumn-early winter (May-June 2011) and late winter-early spring (August-September 2011). Litter from the soil surface and soil from two depths were sam- pled at increasing distance from the midpoint of shelterbelts for the extraction of arthropods and isolation culturing of fungi. The relationship among distance, depth and biodiversity of different groups of arthropods and fungi was analysed using linear regression. We found that over both seasons arthropod abundance in the litter and soil declined with increasing distance from the midpoint of the shelterbelts, and with soil depth. However, fungi abundance in ei- ther season was not affected by proximity to the shelterbelt but increased with greater soil depth. Distance from the shelterbelt midpoints did not bear an impact on the diversity richness of both arthropods and fungi.",1
20642033,McLachlan (2003),"abundance and species richness of field-margin and pasture spider (araneae) in canterbury, new zealand",2003,2000-2004,"http://scholar.google.co.uk/scholar?q=Abundance+and+species+richness+of+field-margin+and+pasture+spider+(Araneae)+in+Canterbury,+New+Zeala&btnG=&hl=en&as_sdt=0%2C5",Shelterbelt,New Zealand,New Zealand,"Shands Road, Weedons Road, Boundary Road and Dairy Farm; Lincoln University, Canterbury (43 39 S, 172 28 E)",-43.650237,172.466115,Biodiversity (terrestrial),Biodiversity,Observational,,4,Not stated,,,Farm scale,,,,Q1,Q2,Q3,Q4,,,,Not described,Livestock,,,,,,,NA,,,,,,,,,,,,,,,,,Trees,Shelterbelt,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,,,NA,,,,,Biodiversity (terrestrial),Spider abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,Biodiversity,,,,118-271-355-706-365,"abundance and species richness of field‐margin and pasture spiders (araneae) in canterbury, new zealand","Abstract The density and species composition of ground‐dwelling spiders were assessed using suction sampling from August 1994 to July 1995 at various distances from a field edge into a single grazed pasture, and from March 1996 to March 1997 in the same and three additional grazed pastures and adjacent fenced shelterbelts on the Canterbury Plains, New Zealand. Spider density declined rapidly with distance from the shelterbelt (mean 241 m–2) into the pasture (means 72.5 m–2 at 2.5 m, and 10.3 m–2 at 5 m). Mean spider densities in the four pastures were 53.0 m‐2 while in the shelterbelts they reached 316 m‐2. The fauna in both habitats was dominated by the European linyphiid, Tenuiphantes tenuis (Blackwall). An unidentified theridiid was common only in the shelterbelt, while unidentified immature linyphiids and theridiids were common in both habitats. Of the c. 28 species collected, 25 were found in shelterbelts, and 13 in pasture. Thirteen endemic, one native, and one introduced species were found only in ...",2
