"","data.lens_id","data.title","data.publication_type","data.year_published","first_name","last_name","initials","name","grid_id","country_code"
"2462","132-380-117-709-640","Similarities in vegetation development of newly established herbaceous strips along contrasting European field boundaries","journal article",1998,"David","Kleijn","D","Department of Theoretical Production Ecology, Wageningen Agricultural University, PO Box 430, Wageningen 6700 AK, Netherlands",NA,"NL"
"2463","132-380-117-709-640","Similarities in vegetation development of newly established herbaceous strips along contrasting European field boundaries","journal article",1998,"W.","Joenje","W","Department of Theoretical Production Ecology, Wageningen Agricultural University, PO Box 430, Wageningen 6700 AK, Netherlands",NA,"NL"
"2464","132-380-117-709-640","Similarities in vegetation development of newly established herbaceous strips along contrasting European field boundaries","journal article",1998,"D.","Le Coeur","D","University of Rennes",NA,"FR"
"2465","132-380-117-709-640","Similarities in vegetation development of newly established herbaceous strips along contrasting European field boundaries","journal article",1998,"E. J. P.","Marshall","EJP","University of Bristol","grid.5337.2","GB"
"2466","046-706-622-716-331","Small mammal populations in relation to hedgerow structure in an arable landscape","journal article",2009,"G. C.","Kotzageorgis","GC","University of Essex","grid.8356.8","GB"
"2467","046-706-622-716-331","Small mammal populations in relation to hedgerow structure in an arable landscape","journal article",2009,"C. F.","Mason","CF","University of Essex","grid.8356.8","GB"
"2468","071-511-859-224-147","Small mammal use of field borders planted as beneficial insect habitat","journal article",2012,"Christopher E.","Moorman","CE","North Carolina State University","grid.40803.3f","US"
"2469","071-511-859-224-147","Small mammal use of field borders planted as beneficial insect habitat","journal article",2012,"Charles J.","Plush","CJ","North Carolina State University","grid.40803.3f","US"
"2470","071-511-859-224-147","Small mammal use of field borders planted as beneficial insect habitat","journal article",2012,"David B.","Orr","DB","North Carolina State University","grid.40803.3f","US"
"2471","071-511-859-224-147","Small mammal use of field borders planted as beneficial insect habitat","journal article",2012,"Chris","Reberg-Horton","C","North Carolina State University","grid.40803.3f","US"
"2472","071-511-859-224-147","Small mammal use of field borders planted as beneficial insect habitat","journal article",2012,"Beth","Gardner","B","North Carolina State University","grid.40803.3f","US"
"2473","016-915-486-723-598","Social, aesthetic and ecological aspects of hedgerows in rural landscapes as a framework for greenways","journal article",1995,"Françoise","Burel","F","Centre national de la recherche scientifique","grid.4444.0","FR"
"2474","016-915-486-723-598","Social, aesthetic and ecological aspects of hedgerows in rural landscapes as a framework for greenways","journal article",1995,"Jacques","Baudry","J","Institut national de la recherche agronomique","grid.414548.8","FR"
"2475","127-087-902-208-709","Soil Carbon Accumulation under Switchgrass Barriers","journal article",2014,"Humberto","Blanco-Canqui","H","University of Nebraska–Lincoln","grid.24434.35","US"
"2476","127-087-902-208-709","Soil Carbon Accumulation under Switchgrass Barriers","journal article",2014,"John E.","Gilley","JE","Agricultural Research Service","grid.463419.d","US"
"2477","127-087-902-208-709","Soil Carbon Accumulation under Switchgrass Barriers","journal article",2014,"Dean E.","Eisenhauer","DE","University of Nebraska–Lincoln","grid.24434.35","US"
"2478","127-087-902-208-709","Soil Carbon Accumulation under Switchgrass Barriers","journal article",2014,"Paul J.","Jasa","PJ","University of Nebraska–Lincoln","grid.24434.35","US"
"2479","127-087-902-208-709","Soil Carbon Accumulation under Switchgrass Barriers","journal article",2014,"Alan L.","Boldt","AL","University of Nebraska–Lincoln","grid.24434.35","US"
"2480","003-232-594-172-08X","Soil Hydraulic Properties Influenced by Stiff‐Stemmed Grass Hedge Systems","journal article",2004,"Achmad","Rachman","A","Indonesia Center for Soil and Agroclimate Research and Development, Jl. Ir. H. Juanda 98 Bogor, Indonesia 16123",NA,"ID"
"2481","003-232-594-172-08X","Soil Hydraulic Properties Influenced by Stiff‐Stemmed Grass Hedge Systems","journal article",2004,"Stephen H.","Anderson","SH","University of Missouri","grid.134936.a","US"
"2482","003-232-594-172-08X","Soil Hydraulic Properties Influenced by Stiff‐Stemmed Grass Hedge Systems","journal article",2004,"Clark J.","Gantzer","CJ","University of Missouri","grid.134936.a","US"
"2483","003-232-594-172-08X","Soil Hydraulic Properties Influenced by Stiff‐Stemmed Grass Hedge Systems","journal article",2004,"E. E.","Alberts","EE","Agricultural Research Service","grid.463419.d","US"
"2484","030-487-582-317-644","Soil Methane and Carbon Dioxide Fluxes from Cropland and Riparian Buffers in Different Hydrogeomorphic Settings","journal article",2015,"Pierre-André","Jacinthe","P","Indiana University – Purdue University Indianapolis","grid.257413.6","US"
"2485","030-487-582-317-644","Soil Methane and Carbon Dioxide Fluxes from Cropland and Riparian Buffers in Different Hydrogeomorphic Settings","journal article",2015,"Philippe","Vidon","P","State University of New York College of Environmental Science and Forestry","grid.264257.0","US"
"2486","030-487-582-317-644","Soil Methane and Carbon Dioxide Fluxes from Cropland and Riparian Buffers in Different Hydrogeomorphic Settings","journal article",2015,"K.","Fisher","K","Agricultural Research Service","grid.463419.d","US"
"2487","030-487-582-317-644","Soil Methane and Carbon Dioxide Fluxes from Cropland and Riparian Buffers in Different Hydrogeomorphic Settings","journal article",2015,"X.","Liu","X","Indiana University – Purdue University Indianapolis","grid.257413.6","US"
"2488","030-487-582-317-644","Soil Methane and Carbon Dioxide Fluxes from Cropland and Riparian Buffers in Different Hydrogeomorphic Settings","journal article",2015,"Matthew E.","Baker","ME","University of Maryland, Baltimore County","grid.266673.0","US"
"2489","102-805-782-762-647","Soil Thermal Properties under Prairies, Conservation Buffers, and Corn-Soybean Land Use Systems","journal article",2014,"Pradip","Adhikari","P","Texas A&M University","grid.264756.4","US"
"2490","102-805-782-762-647","Soil Thermal Properties under Prairies, Conservation Buffers, and Corn-Soybean Land Use Systems","journal article",2014,"Ranjith P.","Udawatta","RP","University of Missouri","grid.134936.a","US"
"2491","102-805-782-762-647","Soil Thermal Properties under Prairies, Conservation Buffers, and Corn-Soybean Land Use Systems","journal article",2014,"Stephen H.","Anderson","SH","University of Missouri","grid.134936.a","US"
"2492","133-144-836-475-512","Soil and litter macrofauna in shelterbelts and in adjacent croplands: changes in community structure after tree planting","journal article",2007,"E.","Olechowicz","E","Polish Academy of Sciences","grid.413454.3","PL"
"2493","050-463-567-782-280","Soil carbon and tree litter dynamics in a red cedar–scotch pine shelterbelt","journal article",2007,"T. J.","Sauer","TJ","Agricultural Research Service","grid.463419.d","US"
"2494","050-463-567-782-280","Soil carbon and tree litter dynamics in a red cedar–scotch pine shelterbelt","journal article",2007,"Cynthia A.","Cambardella","CA","Agricultural Research Service","grid.463419.d","US"
"2495","050-463-567-782-280","Soil carbon and tree litter dynamics in a red cedar–scotch pine shelterbelt","journal article",2007,"James R.","Brandle","JR","University of Nebraska–Lincoln","grid.24434.35","US"
"2496","190-859-942-736-911","Soil mesofauna [Acarina and Collembola] along transects crossed shelterbelts of different age and adjacent fields","journal article",2007,"Izabella","Olejniczak","I","Polish Academy of Sciences","grid.413454.3","PL"
"2497","180-256-208-559-265","Soil methane and carbon dioxide fluxes from cropland and riparian buffers in different hydrogeomorphic settings",NA,2015,"Pierre-André","Jacinthe","P","Indiana University – Purdue University Indianapolis","grid.257413.6","US"
"2498","180-256-208-559-265","Soil methane and carbon dioxide fluxes from cropland and riparian buffers in different hydrogeomorphic settings",NA,2015,"Philippe","Vidon","P","State University of New York College of Environmental Science and Forestry","grid.264257.0","US"
"2499","180-256-208-559-265","Soil methane and carbon dioxide fluxes from cropland and riparian buffers in different hydrogeomorphic settings",NA,2015,"K.","Fisher","K","Agricultural Research Service","grid.463419.d","US"
"2500","180-256-208-559-265","Soil methane and carbon dioxide fluxes from cropland and riparian buffers in different hydrogeomorphic settings",NA,2015,"X.","Liu","X","Indiana University – Purdue University Indianapolis","grid.257413.6","US"
"2501","180-256-208-559-265","Soil methane and carbon dioxide fluxes from cropland and riparian buffers in different hydrogeomorphic settings",NA,2015,"Matthew E.","Baker","ME","University of Maryland, Baltimore County","grid.266673.0","US"
"2502","091-528-588-052-502","Soil microarthropod response to the application of entomopathogenic nematode-killed insects in maize and flower strip habitats","journal article",2011,"Randa","Jabbour","R","Pennsylvania State University","grid.29857.31","US"
"2503","091-528-588-052-502","Soil microarthropod response to the application of entomopathogenic nematode-killed insects in maize and flower strip habitats","journal article",2011,"Mary E.","Barbercheck","ME","Pennsylvania State University","grid.29857.31","US"
"2504","001-218-196-204-484","Soil quality indicator responses to row crop, grazed pasture, and agroforestry buffer management","journal article",2011,"Bodh R.","Paudel","BR","Washington State University","grid.30064.31","US"
"2505","001-218-196-204-484","Soil quality indicator responses to row crop, grazed pasture, and agroforestry buffer management","journal article",2011,"Ranjith P.","Udawatta","RP","University of Missouri","grid.134936.a","US"
"2506","001-218-196-204-484","Soil quality indicator responses to row crop, grazed pasture, and agroforestry buffer management","journal article",2011,"Robert J.","Kremer","RJ","University of Missouri","grid.134936.a","US"
"2507","001-218-196-204-484","Soil quality indicator responses to row crop, grazed pasture, and agroforestry buffer management","journal article",2011,"Stephen H.","Anderson","SH","University of Missouri","grid.134936.a","US"
"2508","040-229-676-588-390","Soil respiration within riparian buffers and adjacent crop fields","journal article",2001,"Aydin","Tufekcioglu","A","Iowa State University","grid.34421.30","US"
"2509","040-229-676-588-390","Soil respiration within riparian buffers and adjacent crop fields","journal article",2001,"James W.","Raich","JW","Iowa State University","grid.34421.30","US"
"2510","040-229-676-588-390","Soil respiration within riparian buffers and adjacent crop fields","journal article",2001,"Thomas M.","Isenhart","TM","Iowa State University","grid.34421.30","US"
"2511","040-229-676-588-390","Soil respiration within riparian buffers and adjacent crop fields","journal article",2001,"Richard C.","Schultz","RC","Iowa State University","grid.34421.30","US"
"2512","024-043-475-626-80X","Soil water content and infiltration in agroforestry buffer strips","journal article",2008,"Stephen H.","Anderson","SH","University of Missouri","grid.134936.a","US"
"2513","024-043-475-626-80X","Soil water content and infiltration in agroforestry buffer strips","journal article",2008,"Ranjith P.","Udawatta","RP","University of Missouri","grid.134936.a","US"
"2514","024-043-475-626-80X","Soil water content and infiltration in agroforestry buffer strips","journal article",2008,"Tshepiso","Seobi","T","North West Provincial Department of Agriculture, Soil Science Section",NA,NA
"2515","024-043-475-626-80X","Soil water content and infiltration in agroforestry buffer strips","journal article",2008,"Harold E.","Garrett","HE","University of Missouri","grid.134936.a","US"
"2516","077-608-833-486-121","Soil water movement under a bottomland hedgerow during contrasting meteorological conditions","journal article",2010,"Reza","Ghazavi","R","Institut national de la recherche agronomique","grid.414548.8","FR"
"2517","077-608-833-486-121","Soil water movement under a bottomland hedgerow during contrasting meteorological conditions","journal article",2010,"Reza","Ghazavi","R","Shiraz University","grid.412573.6","IR"
"2518","077-608-833-486-121","Soil water movement under a bottomland hedgerow during contrasting meteorological conditions","journal article",2010,"Zahra","Thomas","Z","Institut national de la recherche agronomique","grid.414548.8","FR"
"2519","077-608-833-486-121","Soil water movement under a bottomland hedgerow during contrasting meteorological conditions","journal article",2010,"Zahra","Thomas","Z","Agrocampus Ouest","grid.424765.6","FR"
"2520","077-608-833-486-121","Soil water movement under a bottomland hedgerow during contrasting meteorological conditions","journal article",2010,"Y.","Hamon","Y","Institut national de la recherche agronomique","grid.414548.8","FR"
"2521","077-608-833-486-121","Soil water movement under a bottomland hedgerow during contrasting meteorological conditions","journal article",2010,"Y.","Hamon","Y","Agrocampus Ouest","grid.424765.6","FR"
"2522","077-608-833-486-121","Soil water movement under a bottomland hedgerow during contrasting meteorological conditions","journal article",2010,"Philippe","Merot","P","Institut national de la recherche agronomique","grid.414548.8","FR"
"2523","077-608-833-486-121","Soil water movement under a bottomland hedgerow during contrasting meteorological conditions","journal article",2010,"Philippe","Merot","P","Agrocampus Ouest","grid.424765.6","FR"
"2524","038-439-180-047-201","Soil-water infiltration under crops, pasture, and established riparian buffer in Midwestern USA","journal article",2002,"Luna","Bharati","L","Center for Development Research, Ecology and Resource Management, Bonn, Germany",NA,"DE"
"2525","038-439-180-047-201","Soil-water infiltration under crops, pasture, and established riparian buffer in Midwestern USA","journal article",2002,"K.-H.","Lee","K-","University of Florida","grid.15276.37","US"
"2526","038-439-180-047-201","Soil-water infiltration under crops, pasture, and established riparian buffer in Midwestern USA","journal article",2002,"Thomas M.","Isenhart","TM","Iowa State University","grid.34421.30","US"
"2527","038-439-180-047-201","Soil-water infiltration under crops, pasture, and established riparian buffer in Midwestern USA","journal article",2002,"Richard C.","Schultz","RC","Iowa State University","grid.34421.30","US"
"2528","132-500-714-910-311","Sown flower strips in southern Sweden increase abundances of wild bees and hoverflies in the wider landscape","journal article",2015,"Annelie","Jönsson","A","Lund University","grid.4514.4","SE"
"2529","132-500-714-910-311","Sown flower strips in southern Sweden increase abundances of wild bees and hoverflies in the wider landscape","journal article",2015,"Johan","Ekroos","J","Lund University","grid.4514.4","SE"
"2530","132-500-714-910-311","Sown flower strips in southern Sweden increase abundances of wild bees and hoverflies in the wider landscape","journal article",2015,"Juliana","Dänhardt","J","Lund University","grid.4514.4","SE"
"2531","132-500-714-910-311","Sown flower strips in southern Sweden increase abundances of wild bees and hoverflies in the wider landscape","journal article",2015,"Georg K.S.","Andersson","GKS","Lund University","grid.4514.4","SE"
"2532","132-500-714-910-311","Sown flower strips in southern Sweden increase abundances of wild bees and hoverflies in the wider landscape","journal article",2015,"Ola","Olsson","O","Lund University","grid.4514.4","SE"
"2533","132-500-714-910-311","Sown flower strips in southern Sweden increase abundances of wild bees and hoverflies in the wider landscape","journal article",2015,"Henrik G.","Smith","HG","Lund University","grid.4514.4","SE"
"2534","099-921-237-201-045","Sown grass strips harbour high weed diversity but decrease weed richness in adjacent crops","journal article",2011,"Stéphane","Cordeau","S","Institut national de la recherche agronomique","grid.414548.8","FR"
"2535","099-921-237-201-045","Sown grass strips harbour high weed diversity but decrease weed richness in adjacent crops","journal article",2011,"Sandrine","Petit","S","Institut national de la recherche agronomique","grid.414548.8","FR"
"2536","099-921-237-201-045","Sown grass strips harbour high weed diversity but decrease weed richness in adjacent crops","journal article",2011,"Xavier","Reboud","X","Institut national de la recherche agronomique","grid.414548.8","FR"
"2537","099-921-237-201-045","Sown grass strips harbour high weed diversity but decrease weed richness in adjacent crops","journal article",2011,"Bruno","Chauvel","B","Institut national de la recherche agronomique","grid.414548.8","FR"
"2538","072-243-200-215-136","Sown wildflower areas to enhance spiders in arable fields.","journal article",2009,"Martin H.","Schmidt-Entling","MH","University of Bern","grid.5734.5","CH"
"2539","072-243-200-215-136","Sown wildflower areas to enhance spiders in arable fields.","journal article",2009,"Jolanda","Döbeli","J","University of Bern","grid.5734.5","CH"
"2540","166-152-846-701-103","Soybean yield and resource conservation field borders","journal article",2007,"W. Terrell","Stamps","WT","University of Missouri","grid.134936.a","US"
"2541","166-152-846-701-103","Soybean yield and resource conservation field borders","journal article",2007,"Thomas V.","Dailey","TV","Missouri Department of Conservation","grid.484481.5","US"
"2542","166-152-846-701-103","Soybean yield and resource conservation field borders","journal article",2007,"Ned M.","Gruenhagen","NM","United States Department of the Interior","grid.239134.e","US"
"2543","166-152-846-701-103","Soybean yield and resource conservation field borders","journal article",2007,"Marc J.","Linit","MJ","University of Missouri","grid.134936.a","US"
"2544","091-494-753-015-391","Spatial Distribution of Flying Insects in an Organic Rye Field and an Adjacent Hedge and Forest Edge","journal article",1997,"R.","Hradetzky","R","L. Boltzmann-lnstitute for Biological Agriculture and Applied Ecology , Rinnböckstrasse 15, A-1110 , Wien , Austria ",NA,"AT"
"2545","091-494-753-015-391","Spatial Distribution of Flying Insects in an Organic Rye Field and an Adjacent Hedge and Forest Edge","journal article",1997,"B.","Kromp","B","L. Boltzmann-lnstitute for Biological Agriculture and Applied Ecology , Rinnböckstrasse 15, A-1110 , Wien , Austria ",NA,"AT"
"2546","088-914-345-904-325","Spatial and temporal distribution of ground beetle (Coleoptera : Carabidae) assemblages in riparian strips and adjacent wheat fields","journal article",1999,"B. Wade","French","BW","Agricultural Research Service","grid.463419.d","US"
"2547","088-914-345-904-325","Spatial and temporal distribution of ground beetle (Coleoptera : Carabidae) assemblages in riparian strips and adjacent wheat fields","journal article",1999,"Norman C.","Elliott","NC","Agricultural Research Service","grid.463419.d","US"
"2548","115-634-765-197-007","Spatial autocorrelation in honeybee foraging activity reveals optimal focus scale for predicting agro-environmental scheme efficiency","journal article",2012,"Mickaël","Henry","M","University of Avignon","grid.7310.5","FR"
"2549","115-634-765-197-007","Spatial autocorrelation in honeybee foraging activity reveals optimal focus scale for predicting agro-environmental scheme efficiency","journal article",2012,"Marie","Fröchen","M","ARVALIS – Institut du végétal, Station Expérimentale, F-91720 Boigneville, France",NA,"FR"
"2550","115-634-765-197-007","Spatial autocorrelation in honeybee foraging activity reveals optimal focus scale for predicting agro-environmental scheme efficiency","journal article",2012,"Julie","Maillet-Mezeray","J","ARVALIS – Institut du végétal, Station Expérimentale, F-91720 Boigneville, France",NA,"FR"
"2551","115-634-765-197-007","Spatial autocorrelation in honeybee foraging activity reveals optimal focus scale for predicting agro-environmental scheme efficiency","journal article",2012,"Elisabeth","Breyne","E","ADAPIC, Cité de l’Agriculture, 13, Avenue des Droits de l’Homme, F-45921 Orléans Cedex 9, France",NA,"FR"
"2552","115-634-765-197-007","Spatial autocorrelation in honeybee foraging activity reveals optimal focus scale for predicting agro-environmental scheme efficiency","journal article",2012,"Fabrice","Allier","F","ITSAP – Institut de l’abeille, UMT PrADE, UMR 406, Site Agroparc, F-84914 Avignon Cedex 9, France",NA,"FR"
"2553","115-634-765-197-007","Spatial autocorrelation in honeybee foraging activity reveals optimal focus scale for predicting agro-environmental scheme efficiency","journal article",2012,"Jean-François","Odoux","J","Institut national de la recherche agronomique","grid.414548.8","FR"
"2554","115-634-765-197-007","Spatial autocorrelation in honeybee foraging activity reveals optimal focus scale for predicting agro-environmental scheme efficiency","journal article",2012,"Axel","Decourtye","A","ACTA, UMT PrADE, UMR 406, Site Agroparc, F-84914 Avignon Cedex 9, France",NA,"FR"
"2555","065-978-375-523-601","Spatial distribution of Metarhizium clade 1 in agricultural landscapes with arable land and different semi-natural habitats","journal article",2012,"Salome","Schneider","S","Molecular Ecology, Agroscope Reckenholz-Tänikon Research Station ART, Reckenholzstrasse 191, 8046 Zürich, Switzerland",NA,"CH"
"2556","065-978-375-523-601","Spatial distribution of Metarhizium clade 1 in agricultural landscapes with arable land and different semi-natural habitats","journal article",2012,"Franco","Widmer","F","Molecular Ecology, Agroscope Reckenholz-Tänikon Research Station ART, Reckenholzstrasse 191, 8046 Zürich, Switzerland",NA,"CH"
"2557","065-978-375-523-601","Spatial distribution of Metarhizium clade 1 in agricultural landscapes with arable land and different semi-natural habitats","journal article",2012,"K.","Jacot","K","Agricultural Landscape and Biodiversity, Agroscope Reckenholz-Tänikon Research Station ART, Reckenholzstrasse 191, 8046 Zürich, Switzerland",NA,"CH"
"2558","065-978-375-523-601","Spatial distribution of Metarhizium clade 1 in agricultural landscapes with arable land and different semi-natural habitats","journal article",2012,"Roland","Kölliker","R","Molecular Ecology, Agroscope Reckenholz-Tänikon Research Station ART, Reckenholzstrasse 191, 8046 Zürich, Switzerland",NA,"CH"
"2559","065-978-375-523-601","Spatial distribution of Metarhizium clade 1 in agricultural landscapes with arable land and different semi-natural habitats","journal article",2012,"J.","Enkerli","J","Molecular Ecology, Agroscope Reckenholz-Tänikon Research Station ART, Reckenholzstrasse 191, 8046 Zürich, Switzerland",NA,"CH"
"2560","158-291-537-040-153","Spatial distribution of an arthropod community in a pear orchard (southern France): Identification of a hedge effect","journal article",2008,"Jean-François","Debras","J","Institut national de la recherche agronomique","grid.414548.8","FR"
"2561","158-291-537-040-153","Spatial distribution of an arthropod community in a pear orchard (southern France): Identification of a hedge effect","journal article",2008,"Rachid","Senoussi","R","Institut national de la recherche agronomique","grid.414548.8","FR"
"2562","158-291-537-040-153","Spatial distribution of an arthropod community in a pear orchard (southern France): Identification of a hedge effect","journal article",2008,"René","Rieux","R","Institut national de la recherche agronomique","grid.414548.8","FR"
"2563","158-291-537-040-153","Spatial distribution of an arthropod community in a pear orchard (southern France): Identification of a hedge effect","journal article",2008,"Elise","Buisson","E","University of Avignon","grid.7310.5","FR"
"2564","158-291-537-040-153","Spatial distribution of an arthropod community in a pear orchard (southern France): Identification of a hedge effect","journal article",2008,"Thierry","Dutoit","T","University of Avignon","grid.7310.5","FR"
"2565","076-002-662-697-123","Spatial distribution of different life stages of one Dipteran community along hedgerow and field margin","journal article",2000,"Jan","Frouz","J","University of Padua","grid.5608.b","IT"
"2566","076-002-662-697-123","Spatial distribution of different life stages of one Dipteran community along hedgerow and field margin","journal article",2000,"Jan","Frouz","J","Academy of Sciences of the Czech Republic","grid.418095.1","CZ"
"2567","076-002-662-697-123","Spatial distribution of different life stages of one Dipteran community along hedgerow and field margin","journal article",2000,"Maurizio G.","Paoletti","MG","University of Padua","grid.5608.b","IT"
"2568","097-095-789-567-42X","Spatial distribution patterns of predatory arthropods within an English hedgerow in early winter in relation to habitat variables","journal article",2001,"Martin","Maudsley","M","University of Bristol","grid.5337.2","GB"
"2569","097-095-789-567-42X","Spatial distribution patterns of predatory arthropods within an English hedgerow in early winter in relation to habitat variables","journal article",2001,"B","Seeley","B","University of Bristol","grid.5337.2","GB"
"2570","097-095-789-567-42X","Spatial distribution patterns of predatory arthropods within an English hedgerow in early winter in relation to habitat variables","journal article",2001,"Owen","Lewis","O","University of Bristol","grid.5337.2","GB"
"2571","138-775-105-233-520","Spatial patterns of, and environmental controls on, soil properties at a riparian–paddock interface","journal article",2012,"Merryn","Smith","M","Monash University, Clayton campus",NA,"AU"
"2572","138-775-105-233-520","Spatial patterns of, and environmental controls on, soil properties at a riparian–paddock interface","journal article",2012,"Pellegrino","Conte","P","University of Palermo","grid.10776.37","IT"
"2573","138-775-105-233-520","Spatial patterns of, and environmental controls on, soil properties at a riparian–paddock interface","journal article",2012,"Anne E.","Berns","AE","Forschungszentrum Jülich","grid.8385.6","DE"
"2574","138-775-105-233-520","Spatial patterns of, and environmental controls on, soil properties at a riparian–paddock interface","journal article",2012,"James Robertson","Thomson","JR","Monash University, Clayton campus",NA,"AU"
"2575","138-775-105-233-520","Spatial patterns of, and environmental controls on, soil properties at a riparian–paddock interface","journal article",2012,"Timothy R.","Cavagnaro","TR","Monash University, Clayton campus",NA,"AU"
"2576","133-817-779-828-150","Spatial variability in crop response under contour hedgerow systems in the Andes region of Ecuador","journal article",2006,"Gerd","Dercon","G","University of Cuenca","grid.442123.2","EC"
"2577","133-817-779-828-150","Spatial variability in crop response under contour hedgerow systems in the Andes region of Ecuador","journal article",2006,"Gerd","Dercon","G","Katholieke Universiteit Leuven","grid.5596.f","BE"
"2578","133-817-779-828-150","Spatial variability in crop response under contour hedgerow systems in the Andes region of Ecuador","journal article",2006,"Jozef","Deckers","J","Katholieke Universiteit Leuven","grid.5596.f","BE"
"2579","133-817-779-828-150","Spatial variability in crop response under contour hedgerow systems in the Andes region of Ecuador","journal article",2006,"Jean","Poesen","J","Katholieke Universiteit Leuven","grid.5596.f","BE"
"2580","133-817-779-828-150","Spatial variability in crop response under contour hedgerow systems in the Andes region of Ecuador","journal article",2006,"Gerard","Govers","G","Katholieke Universiteit Leuven","grid.5596.f","BE"
"2581","133-817-779-828-150","Spatial variability in crop response under contour hedgerow systems in the Andes region of Ecuador","journal article",2006,"H","Sanchez","H","University of Cuenca","grid.442123.2","EC"
"2582","133-817-779-828-150","Spatial variability in crop response under contour hedgerow systems in the Andes region of Ecuador","journal article",2006,"Marco","Ramírez","M","University of Cuenca","grid.442123.2","EC"
"2583","133-817-779-828-150","Spatial variability in crop response under contour hedgerow systems in the Andes region of Ecuador","journal article",2006,"Raúl","Vanegas","R","University of Cuenca","grid.442123.2","EC"
"2584","133-817-779-828-150","Spatial variability in crop response under contour hedgerow systems in the Andes region of Ecuador","journal article",2006,"E","Tacuri","E","University of Cuenca","grid.442123.2","EC"
"2585","133-817-779-828-150","Spatial variability in crop response under contour hedgerow systems in the Andes region of Ecuador","journal article",2006,"G","Loaiza","G","University of Cuenca","grid.442123.2","EC"
"2586","104-810-886-064-658","Species richness and composition of bird communities in various field margins of Poland","journal article",2011,"Andrzej","Wuczyński","A","Polish Academy of Sciences","grid.413454.3","PL"
"2587","104-810-886-064-658","Species richness and composition of bird communities in various field margins of Poland","journal article",2011,"Krzysztof","Kujawa","K","Polish Academy of Sciences","grid.413454.3","PL"
"2588","104-810-886-064-658","Species richness and composition of bird communities in various field margins of Poland","journal article",2011,"Zygmunt","Dajdok","Z","University of Wrocław","grid.8505.8","PL"
"2589","104-810-886-064-658","Species richness and composition of bird communities in various field margins of Poland","journal article",2011,"Wojciech","Grzesiak","W","Polish Academy of Sciences","grid.413454.3","PL"
"2590","093-526-464-667-904","Spiders of soybean crops in Santa Fe province, Argentina: influence of surrounding spontaneous vegetation on lot colonization.","journal article",2006,"J.","Beltramo","J","Facultad de Ciencias Agrarias de Esperanza, Univ. Nac. del Litoral, Esperanza, Santa Fe, Argentina.",NA,"AR"
"2591","093-526-464-667-904","Spiders of soybean crops in Santa Fe province, Argentina: influence of surrounding spontaneous vegetation on lot colonization.","journal article",2006,"Isabel","Bertolaccini","I","Univ. Nac. del Litoral, Esperanza, Argentina",NA,"AR"
"2592","093-526-464-667-904","Spiders of soybean crops in Santa Fe province, Argentina: influence of surrounding spontaneous vegetation on lot colonization.","journal article",2006,"Alda","González","A","Centro de Estudios Parasitológicos y de Vectores, La Plata, Argentina",NA,"AR"
"2593","064-285-198-867-260","Spillover of tachinids and hoverflies from different field margins","journal article",2016,"Diego J.","Inclán","DJ","University of Padua","grid.5608.b","IT"
"2594","064-285-198-867-260","Spillover of tachinids and hoverflies from different field margins","journal article",2016,"Diego J.","Inclán","DJ","Instituto Nacional de Biodiversidad",NA,NA
"2595","064-285-198-867-260","Spillover of tachinids and hoverflies from different field margins","journal article",2016,"Matteo","Dainese","M","University of Padua","grid.5608.b","IT"
"2596","064-285-198-867-260","Spillover of tachinids and hoverflies from different field margins","journal article",2016,"Pierfilippo","Cerretti","P","University of Padua","grid.5608.b","IT"
"2597","064-285-198-867-260","Spillover of tachinids and hoverflies from different field margins","journal article",2016,"Pierfilippo","Cerretti","P","Sapienza University of Rome","grid.7841.a","IT"
"2598","064-285-198-867-260","Spillover of tachinids and hoverflies from different field margins","journal article",2016,"Dino","Paniccia","D","Via Colle 13, 03100 Frosinone, Italy",NA,"IT"
"2599","064-285-198-867-260","Spillover of tachinids and hoverflies from different field margins","journal article",2016,"Lorenzo","Marini","L","University of Padua","grid.5608.b","IT"
"2600","031-579-378-413-334","Staphylinidae and Carabidae overwintering in wheat and sown wildflower areas of different age.","journal article",2004,"Thomas","Frank","T","University of Bern","grid.5734.5","CH"
"2601","031-579-378-413-334","Staphylinidae and Carabidae overwintering in wheat and sown wildflower areas of different age.","journal article",2004,"B.","Reichhart","B","University of Bern","grid.5734.5","CH"
"2602","100-262-930-787-926","Statistical evaluation of effects of riparian buffers on nitrate and ground water quality.","journal article",2000,"Timothy B.","Spruill","TB","United States Geological Survey","grid.2865.9","US"
"2603","069-927-181-609-293","Stream bed substrate composition adjacent to different riparian land-uses in Iowa, USA","journal article",2011,"George N.","Zaimes","GN","Technological Educational Institute of Kavala",NA,"GR"
"2604","069-927-181-609-293","Stream bed substrate composition adjacent to different riparian land-uses in Iowa, USA","journal article",2011,"Richard C.","Schultz","RC","Iowa State University","grid.34421.30","US"
"2605","047-647-835-437-685","Strip‐management in rape crop: is winter rape endangered by negative impacts of sown weed strips?","journal article",1996,"A.","Hausammann","A","University of Bern","grid.5734.5","CH"
"2606","145-653-851-729-665","Structural features of field boundaries which influence the overwintering densities of beneficial arthropod predators","journal article",1994,"Peter","Dennis","P","James Hutton Institute","grid.43641.34","GB"
"2607","145-653-851-729-665","Structural features of field boundaries which influence the overwintering densities of beneficial arthropod predators","journal article",1994,"Matthew B.","Thomas","MB","Entomology",NA,NA
